1,0.684,Chisinau,Moldova,47.42N,29.61E
1822-06-01,12.903,1.349,Chita,Russia,52.24N,112.99E
1822-07-01,16.349,1.3780000000000001,Chita,Russia,52.24N,112.99E
1822-08-01,12.582,1.618,Chita,Russia,52.24N,112.99E
1822-09-01,4.603,1.541,Chita,Russia,52.24N,112.99E
1822-10-01,-4.753,1.926,Chita,Russia,52.24N,112.99E
1822-11-01,-16.442999999999998,2.1390000000000002,Chita,Russia,52.24N,112.99E
1822-12-01,-26.531,2.91,Chita,Russia,52.24N,112.99E
1823-01-01,-28.505000000000006,2.252,Chita,Russia,52.24N,112.99E
1823-02-01,-23.239,2.4130000000000003,Chita,Russia,52.24N,112.99E
1823-03-01,-13.604000000000001,2.443,Chita,Russia,52.24N,112.99E
1823-04-01,-3.732,2.702,Chita,Russia,52.24N,112.99E
1823-05-01,5.2589999999999995,2.103,Chita,Russia,52.24N,112.99E
1823-06-01,13.774000000000001,2.15,Chita,Russia,52.24N,112.99E
1823-07-01,16.458,1.485,Chita,Russia,52.24N,112.99E
1823-08-01,12.182,1.7730000000000001,Chita,Russia,52.24N,112.99E
1823-09-01,3.889,1.524,Chita,Russia,52.24N,112.99E
1823-10-01,-5.776999999999999,1.946,Chita,Russia,52.24N,112.99E
1823-11-01,-15.218,2.279,Chita,Russia,52.24N,112.99E
1823-12-01,-25.849,2.3680000000000003,Chita,Russia,52.24N,112.99E
1824-01-01,-26.846,1.9609999999999999,Chita,Russia,52.24N,112.99E
1824-02-01,-21.496,2.48,Chita,Russia,52.24N,112.99E
1824-03-01,-12.642000000000001,2.24,Chita,Russia,52.24N,112.99E
1824-04-01,-1.95,2.8510000000000004,Chita,Russia,52.24N,112.99E
1824-05-01,6.797000000000001,2.26,Chita,Russia,52.24N,112.99E
1824-06-01,13.361,2.932,Chita,Russia,52.24N,112.99E
1824-07-01,16.485,3.485,Chita,Russia,52.24N,112.99E
1824-08-01,12.735,1.617,Chita,Russia,52.24N,112.99E
1824-09-01,4.912,1.9469999999999998,Chita,Russia,52.24N,112.99E
1824-10-01,-4.428999999999999,1.734,Chita,Russia,52.24N,112.99E
1824-11-01,-14.36,1.883,Chita,Russia,52.24N,112.99E
1824-12-01,-21.145,2.655,Chita,Russia,52.24N,112.99E
1825-01-01,-25.057,2.583,Chita,Russia,52.24N,112.99E
1825-02-01,-22.72,2.331,Chita,Russia,52.24N,112.99E
1825-03-01,-13.591,2.312,Chita,Russia,52.24N,112.99E
1825-04-01,-2.46,2.597,Chita,Russia,52.24N,112.99E
1825-05-01,6.8679999999999986,2.019,Chita,Russia,52.24N,112.99E
1825-06-01,14.566,1.58,Chita,Russia,52.24N,112.99E
1825-07-01,14.92,2.019,Chita,Russia,52.24N,112.99E
1825-08-01,11.847999999999999,1.8519999999999999,Chita,Russia,52.24N,112.99E
1825-09-01,4.662,1.8940000000000001,Chita,Russia,52.24N,112.99E
1825-10-01,-4.686,2.082,Chita,Russia,52.24N,112.99E
1825-11-01,-13.466,2.622,Chita,Russia,52.24N,112.99E
1825-12-01,-25.158,2.273,Chita,Russia,52.24N,112.99E
1826-01-01,-27.979000000000006,2.224,Chita,Russia,52.24N,112.99E
1826-02-01,-24.368,2.6310000000000002,Chita,Russia,52.24N,112.99E
1826-03-01,-13.934000000000001,2.424,Chita,Russia,52.24N,112.99E
1826-04-01,-2.755,3.0639999999999996,Chita,Russia,52.24N,112.99E
1826-05-01,6.922000000000001,1.495,Chita,Russia,52.24N,112.99E
1826-06-01,14.272,1.55,Chita,Russia,52.24N,112.99E
1826-07-01,16.569000000000003,1.5819999999999999,Chita,Russia,52.24N,112.99E
1826-08-01,12.269,1.6019999999999999,Chita,Russia,52.24N,112.99E
1826-09-01,4.813,2.176,Chita,Russia,52.24N,112.99E
1826-10-01,-3.946,2.313,Chita,Russia,52.24N,112.99E
1826-11-01,-14.332,1.8719999999999999,Chita,Russia,52.24N,112.99E
1826-12-01,-22.849,2.9960000000000004,Chita,Russia,52.24N,112.99E
1827-01-01,-25.816999999999997,3.128,Chita,Russia,52.24N,112.99E
1827-02-01,-20.853,2.234,Chita,Russia,52.24N,112.99E
1827-03-01,-10.985,2.147,Chita,Russia,52.24N,112.99E
1827-04-01,-2.333,3.3989999999999996,Chita,Russia,52.24N,112.99E
1827-05-01,7.007999999999999,2.6039999999999996,Chita,Russia,52.24N,112.99E
1827-06-01,14.764000000000001,1.682,Chita,Russia,52.24N,112.99E
1827-07-01,17.201,1.584,Chita,Russia,52.24N,112.99E
1827-08-01,12.741,1.61,Chita,Russia,52.24N,112.99E
1827-09-01,4.9689999999999985,1.4580000000000002,Chita,Russia,52.24N,112.99E
1827-10-01,-4.0280000000000005,1.671,Chita,Russia,52.24N,112.99E
1827-11-01,-14.178,1.899,Chita,Russia,52.24N,112.99E
1827-12-01,-24.844,3.7939999999999996,Chita,Russia,52.24N,112.99E
1828-01-01,-29.973000000000006,3.466,Chita,Russia,52.24N,112.99E
1828-02-01,-23.995,2.7,Chita,Russia,52.24N,112.99E
1828-03-01,-12.524000000000001,2.7060000000000004,Chita,Russia,52.24N,112.99E
1828-04-01,-3.141,2.455,Chita,Russia,52.24N,112.99E
1828-05-01,5.143,2.282,Chita,Russia,52.24N,112.99E
1828-06-01,13.297,2.616,Chita,Russia,52.24N,112.99E
1828-07-01,17.052,1.8619999999999999,Chita,Russia,52.24N,112.99E
1828-08-01,12.982,1.702,Chita,Russia,52.24N,112.99E
1828-09-01,4.377,1.41,Chita,Russia,52.24N,112.99E
1828-10-01,-3.819,1.916,Chita,Russia,52.24N,112.99E
1828-11-01,-14.574000000000002,2.0140000000000002,Chita,Russia,52.24N,112.99E
1828-12-01,-23.564,2.28,Chita,Russia,52.24N,112.99E
1829-01-01,-27.345,2.222,Chita,Russia,52.24N,112.99E
1829-02-01,-23.679,3.2289999999999996,Chita,Russia,52.24N,112.99E
1829-03-01,-13.275,2.134,Chita,Russia,52.24N,112.99E
1829-04-01,-4.102,1.7790000000000001,Chita,Russia,52.24N,112.99E
1829-05-01,4.885999999999999,2.6310000000000002,Chita,Russia,52.24N,112.99E
1829-06-01,12.364,2.273,Chita,Russia,52.24N,112.99E
1829-07-01,16.875,1.499,Chita,Russia,52.24N,112.99E
1829-08-01,12.394,1.765,Chita,Russia,52.24N,112.99E
1829-09-01,4.009,1.2570000000000001,Chita,Russia,52.24N,112.99E
1829-10-01,-3.927,2.261,Chita,Russia,52.24N,112.99E
1829-11-01,-14.418,2.26,Chita,Russia,52.24N,112.99E
1829-12-01,-23.185,3.2489999999999997,Chita,Russia,52.24N,112.99E
1830-01-01,-24.686,3.6510000000000002,Chita,Russia,52.24N,112.99E
1830-02-01,-20.605999999999998,2.265,Chita,Russia,52.24N,112.99E
1830-03-01,-14.126,1.817,Chita,Russia,52.24N,112.99E
1830-04-01,-3.197,1.7109999999999999,Chita,Russia,52.24N,112.99E
1830-05-01,5.052,1.7630000000000001,Chita,Russia,52.24N,112.99E
1830-06-01,11.945,1.757,Chita,Russia,52.24N,112.99E
1830-07-01,17.046,1.893,Chita,Russia,52.24N,112.99E
1830-08-01,11.890999999999998,2.1,Chita,Russia,52.24N,112.99E
1830-09-01,3.629,1.347,Chita,Russia,52.24N,112.99E
1830-10-01,-6.75,2.5780000000000003,Chita,Russia,52.24N,112.99E
1830-11-01,-13.428,2.126,Chita,Russia,52.24N,112.99E
1830-12-01,-23.497,2.439,Chita,Russia,52.24N,112.99E
1831-01-01,-27.711,2.995,Chita,Russia,52.24N,112.99E
1831-02-01,-26.941000000000006,5.41,Chita,Russia,52.24N,112.99E
1831-03-01,-16.031,3.3680000000000003,Chita,Russia,52.24N,112.99E
1831-04-01,-4.2860000000000005,1.3940000000000001,Chita,Russia,52.24N,112.99E
1831-05-01,4.872,2.036,Chita,Russia,52.24N,112.99E
1831-06-01,13.736,1.915,Chita,Russia,52.24N,112.99E
1831-07-01,15.668,1.626,Chita,Russia,52.24N,112.99E
1831-08-01,11.49,1.62,Chita,Russia,52.24N,112.99E
1831-09-01,3.579,1.5659999999999998,Chita,Russia,52.24N,112.99E
1831-10-01,-5.2349999999999985,1.6130000000000002,Chita,Russia,52.24N,112.99E
1831-11-01,-19.555,3.875,Chita,Russia,52.24N,112.99E
1831-12-01,-24.697,1.986,Chita,Russia,52.24N,112.99E
1832-01-01,-28.838,2.1719999999999997,Chita,Russia,52.24N,112.99E
1832-02-01,-22.826,2.0140000000000002,Chita,Russia,52.24N,112.99E
1832-03-01,-13.526,2.148,Chita,Russia,52.24N,112.99E
1832-04-01,-1.71,2.5069999999999997,Chita,Russia,52.24N,112.99E
1832-05-01,4.949,2.526,Chita,Russia,52.24N,112.99E
1832-06-01,12.694,1.7619999999999998,Chita,Russia,52.24N,112.99E
1832-07-01,14.423,2.367,Chita,Russia,52.24N,112.99E
1832-08-01,11.177,1.689,Chita,Russia,52.24N,112.99E
1832-09-01,3.091,2.3209999999999997,Chita,Russia,52.24N,112.99E
1832-10-01,-3.874,2.205,Chita,Russia,52.24N,112.99E
1832-11-01,-15.732999999999999,1.798,Chita,Russia,52.24N,112.99E
1832-12-01,-28.410999999999998,3.2910000000000004,Chita,Russia,52.24N,112.99E
1833-01-01,-29.12,3.423,Chita,Russia,52.24N,112.99E
1833-02-01,-23.599,2.436,Chita,Russia,52.24N,112.99E
1833-03-01,-15.878,3.295,Chita,Russia,52.24N,112.99E
1833-04-01,-4.662,3.0460000000000003,Chita,Russia,52.24N,112.99E
1833-05-01,6.596,1.401,Chita,Russia,52.24N,112.99E
1833-06-01,11.332999999999998,3.063,Chita,Russia,52.24N,112.99E
1833-07-01,15.958,1.4280000000000002,Chita,Russia,52.24N,112.99E
1833-08-01,12.040999999999999,1.8459999999999999,Chita,Russia,52.24N,112.99E
1833-09-01,5.316,1.3030000000000002,Chita,Russia,52.24N,112.99E
1833-10-01,-5.446999999999999,1.679,Chita,Russia,52.24N,112.99E
1833-11-01,-14.620999999999999,2.414,Chita,Russia,52.24N,112.99E
1833-12-01,-25.469,2.83,Chita,Russia,52.24N,112.99E
1834-01-01,-31.233,3.435,Chita,Russia,52.24N,112.99E
1834-02-01,-23.535999999999998,2.383,Chita,Russia,52.24N,112.99E
1834-03-01,-10.909,2.502,Chita,Russia,52.24N,112.99E
1834-04-01,-3.136,2.4530000000000003,Chita,Russia,52.24N,112.99E
1834-05-01,6.906000000000001,1.251,Chita,Russia,52.24N,112.99E
1834-06-01,13.559000000000001,1.198,Chita,Russia,52.24N,112.99E
1834-07-01,16.62,1.4069999999999998,Chita,Russia,52.24N,112.99E
1834-08-01,12.514,1.729,Chita,Russia,52.24N,112.99E
1834-09-01,6.814,1.7619999999999998,Chita,Russia,52.24N,112.99E
1834-10-01,-4.7639999999999985,1.656,Chita,Russia,52.24N,112.99E
1834-11-01,-13.53,2.6,Chita,Russia,52.24N,112.99E
1834-12-01,-23.651,1.6119999999999999,Chita,Russia,52.24N,112.99E
1835-01-01,-26.601000000000006,2.48,Chita,Russia,52.24N,112.99E
1835-02-01,-20.173,4.062,Chita,Russia,52.24N,112.99E
1835-03-01,-14.281,2.4019999999999997,Chita,Russia,52.24N,112.99E
1835-04-01,-1.998,2.533,Chita,Russia,52.24N,112.99E
1835-05-01,5.228,1.237,Chita,Russia,52.24N,112.99E
1835-06-01,11.961,2.11,Chita,Russia,52.24N,112.99E
1835-07-01,15.009,1.761,Chita,Russia,52.24N,112.99E
1835-08-01,11.456,1.379,Chita,Russia,52.24N,112.99E
1835-09-01,4.126,1.392,Chita,Russia,52.24N,112.99E
1835-10-01,-5.94,2.305,Chita,Russia,52.24N,112.99E
1835-11-01,-16.578,1.791,Chita,Russia,52.24N,112.99E
1835-12-01,-24.961,3.057,Chita,Russia,52.24N,112.99E
1836-01-01,-27.023000000000003,2.056,Chita,Russia,52.24N,112.99E
1836-02-01,-23.279,1.8780000000000001,Chita,Russia,52.24N,112.99E
1836-03-01,-12.339,1.618,Chita,Russia,52.24N,112.99E
1836-04-01,-4.24,1.7480000000000002,Chita,Russia,52.24N,112.99E
1836-05-01,5.433,1.663,Chita,Russia,52.24N,112.99E
1836-06-01,12.49,1.735,Chita,Russia,52.24N,112.99E
1836-07-01,16.247,1.09,Chita,Russia,52.24N,112.99E
1836-08-01,12.815,1.3519999999999999,Chita,Russia,52.24N,112.99E
1836-09-01,5.1,1.7590000000000001,Chita,Russia,52.24N,112.99E
1836-10-01,-2.231,2.24,Chita,Russia,52.24N,112.99E
1836-11-01,-18.768,4.274,Chita,Russia,52.24N,112.99E
1836-12-01,-23.23,2.9019999999999997,Chita,Russia,52.24N,112.99E
1837-01-01,-28.076,2.387,Chita,Russia,52.24N,112.99E
1837-02-01,-22.713,1.8940000000000001,Chita,Russia,52.24N,112.99E
1837-03-01,-15.614999999999998,2.419,Chita,Russia,52.24N,112.99E
1837-04-01,-5.218,1.942,Chita,Russia,52.24N,112.99E
1837-05-01,4.683999999999998,1.2930000000000001,Chita,Russia,52.24N,112.99E
1837-06-01,11.37,2.219,Chita,Russia,52.24N,112.99E
1837-07-01,16.855,2.0909999999999997,Chita,Russia,52.24N,112.99E
1837-08-01,13.387,1.063,Chita,Russia,52.24N,112.99E
1837-09-01,4.521,1.611,Chita,Russia,52.24N,112.99E
1837-10-01,-3.929,1.912,Chita,Russia,52.24N,112.99E
1837-11-01,-18.762,4.36,Chita,Russia,52.24N,112.99E
1837-12-01,-22.019000000000002,3.7689999999999997,Chita,Russia,52.24N,112.99E
1838-01-01,-31.074,2.532,Chita,Russia,52.24N,112.99E
1838-02-01,-23.949,1.739,Chita,Russia,52.24N,112.99E
1838-03-01,-14.197000000000001,1.805,Chita,Russia,52.24N,112.99E
1838-04-01,-2.064,3.07,Chita,Russia,52.24N,112.99E
1838-05-01,4.923,1.291,Chita,Russia,52.24N,112.99E
1838-06-01,13.439,1.121,Chita,Russia,52.24N,112.99E
1838-07-01,18.242,1.821,Chita,Russia,52.24N,112.99E
1838-08-01,14.908,1.798,Chita,Russia,52.24N,112.99E
1838-09-01,5.909999999999998,1.1320000000000001,Chita,Russia,52.24N,112.99E
1838-10-01,-2.892,1.685,Chita,Russia,52.24N,112.99E
1838-11-01,-16.265,2.7039999999999997,Chita,Russia,52.24N,112.99E
1838-12-01,-23.315,2.822,Chita,Russia,52.24N,112.99E
1839-01-01,-28.264000000000006,1.7169999999999999,Chita,Russia,52.24N,112.99E
1839-02-01,-23.639000000000006,2.5180000000000002,Chita,Russia,52.24N,112.99E
1839-03-01,-15.716,1.875,Chita,Russia,52.24N,112.99E
1839-04-01,-4.569,1.876,Chita,Russia,52.24N,112.99E
1839-05-01,4.392,1.6440000000000001,Chita,Russia,52.24N,112.99E
1839-06-01,12.933,0.841,Chita,Russia,52.24N,112.99E
1839-07-01,16.346,2.173,Chita,Russia,52.24N,112.99E
1839-08-01,13.397,1.569,Chita,Russia,52.24N,112.99E
1839-09-01,6.747000000000001,1.389,Chita,Russia,52.24N,112.99E
1839-10-01,-6.321999999999999,3.253,Chita,Russia,52.24N,112.99E
1839-11-01,-18.362000000000002,1.3159999999999998,Chita,Russia,52.24N,112.99E
1839-12-01,-27.746,2.4290000000000003,Chita,Russia,52.24N,112.99E
1840-01-01,-27.491,3.43,Chita,Russia,52.24N,112.99E
1840-02-01,-23.467,2.8960000000000004,Chita,Russia,52.24N,112.99E
1840-03-01,-16.625,1.475,Chita,Russia,52.24N,112.99E
1840-04-01,-1.1389999999999998,1.6280000000000001,Chita,Russia,52.24N,112.99E
1840-05-01,7.303999999999999,1.8659999999999999,Chita,Russia,52.24N,112.99E
1840-06-01,14.040999999999999,1.209,Chita,Russia,52.24N,112.99E
1840-07-01,17.433,1.6740000000000002,Chita,Russia,52.24N,112.99E
1840-08-01,13.645,1.982,Chita,Russia,52.24N,112.99E
1840-09-01,5.619,1.3630000000000002,Chita,Russia,52.24N,112.99E
1840-10-01,-6.058,2.52,Chita,Russia,52.24N,112.99E
1840-11-01,-17.167,4.6160000000000005,Chita,Russia,52.24N,112.99E
1840-12-01,-25.131999999999998,1.286,Chita,Russia,52.24N,112.99E
1841-01-01,-33.609,2.76,Chita,Russia,52.24N,112.99E
1841-02-01,-23.020000000000003,1.392,Chita,Russia,52.24N,112.99E
1841-03-01,-18.312,5.495,Chita,Russia,52.24N,112.99E
1841-04-01,-4.4430000000000005,1.8519999999999999,Chita,Russia,52.24N,112.99E
1841-05-01,5.553,1.3219999999999998,Chita,Russia,52.24N,112.99E
1841-06-01,13.782,1.172,Chita,Russia,52.24N,112.99E
1841-07-01,16.775,0.77,Chita,Russia,52.24N,112.99E
1841-08-01,13.139,1.057,Chita,Russia,52.24N,112.99E
1841-09-01,4.8119999999999985,0.7090000000000001,Chita,Russia,52.24N,112.99E
1841-10-01,-5.162000000000001,1.56,Chita,Russia,52.24N,112.99E
1841-11-01,-19.23,3.275,Chita,Russia,52.24N,112.99E
1841-12-01,-27.789,4.45,Chita,Russia,52.24N,112.99E
1842-01-01,-28.608,0.875,Chita,Russia,52.24N,112.99E
1842-02-01,-23.217,2.102,Chita,Russia,52.24N,112.99E
1842-03-01,-10.919,2.5810000000000004,Chita,Russia,52.24N,112.99E
1842-04-01,-0.5899999999999999,1.847,Chita,Russia,52.24N,112.99E
1842-05-01,5.246,0.925,Chita,Russia,52.24N,112.99E
1842-06-01,13.083,1.026,Chita,Russia,52.24N,112.99E
1842-07-01,15.527999999999999,1.266,Chita,Russia,52.24N,112.99E
1842-08-01,12.792,0.616,Chita,Russia,52.24N,112.99E
1842-09-01,6.2639999999999985,0.9640000000000001,Chita,Russia,52.24N,112.99E
1842-10-01,-3.377,1.673,Chita,Russia,52.24N,112.99E
1842-11-01,-16.69,1.8619999999999999,Chita,Russia,52.24N,112.99E
1842-12-01,-23.322,1.4369999999999998,Chita,Russia,52.24N,112.99E
1843-01-01,-27.78,1.5830000000000002,Chita,Russia,52.24N,112.99E
1843-02-01,-20.381,1.422,Chita,Russia,52.24N,112.99E
1843-03-01,-9.806000000000001,4.586,Chita,Russia,52.24N,112.99E
1843-04-01,-1.2009999999999998,2.065,Chita,Russia,52.24N,112.99E
1843-05-01,5.13,0.92,Chita,Russia,52.24N,112.99E
1843-06-01,10.739,2.1919999999999997,Chita,Russia,52.24N,112.99E
1843-07-01,16.979,1.273,Chita,Russia,52.24N,112.99E
1843-08-01,13.831,0.5660000000000001,Chita,Russia,52.24N,112.99E
1843-09-01,5.712000000000001,0.932,Chita,Russia,52.24N,112.99E
1843-10-01,-4.246,0.742,Chita,Russia,52.24N,112.99E
1843-11-01,-16.753,1.8130000000000002,Chita,Russia,52.24N,112.99E
1843-12-01,-21.41,2.898,Chita,Russia,52.24N,112.99E
1844-01-01,-24.105999999999998,2.274,Chita,Russia,52.24N,112.99E
1844-02-01,-24.033,1.766,Chita,Russia,52.24N,112.99E
1844-03-01,-12.174000000000001,1.14,Chita,Russia,52.24N,112.99E
1844-04-01,-4.0299999999999985,1.821,Chita,Russia,52.24N,112.99E
1844-05-01,5.053,0.838,Chita,Russia,52.24N,112.99E
1844-06-01,12.807,0.767,Chita,Russia,52.24N,112.99E
1844-07-01,16.358,0.7140000000000001,Chita,Russia,52.24N,112.99E
1844-08-01,13.808,1.284,Chita,Russia,52.24N,112.99E
1844-09-01,5.782,1.4340000000000002,Chita,Russia,52.24N,112.99E
1844-10-01,-2.799,1.454,Chita,Russia,52.24N,112.99E
1844-11-01,-13.806,3.7539999999999996,Chita,Russia,52.24N,112.99E
1844-12-01,-26.107,2.103,Chita,Russia,52.24N,112.99E
1845-01-01,-25.003,5.24,Chita,Russia,52.24N,112.99E
1845-02-01,-24.605999999999998,1.8,Chita,Russia,52.24N,112.99E
1845-03-01,-13.111,1.32,Chita,Russia,52.24N,112.99E
1845-04-01,-2.007,1.455,Chita,Russia,52.24N,112.99E
1845-05-01,6.0920000000000005,1.03,Chita,Russia,52.24N,112.99E
1845-06-01,13.547,1.09,Chita,Russia,52.24N,112.99E
1845-07-01,16.422,1.031,Chita,Russia,52.24N,112.99E
1845-08-01,12.809,0.787,Chita,Russia,52.24N,112.99E
1845-09-01,5.612,1.235,Chita,Russia,52.24N,112.99E
1845-10-01,-4.868,1.501,Chita,Russia,52.24N,112.99E
1845-11-01,-16.249000000000002,1.9709999999999999,Chita,Russia,52.24N,112.99E
1845-12-01,-26.651,1.8030000000000002,Chita,Russia,52.24N,112.99E
1846-01-01,-26.375999999999998,2.204,Chita,Russia,52.24N,112.99E
1846-02-01,-21.621,2.0340000000000003,Chita,Russia,52.24N,112.99E
1846-03-01,-11.257,1.659,Chita,Russia,52.24N,112.99E
1846-04-01,-3.681,1.725,Chita,Russia,52.24N,112.99E
1846-05-01,5.5520000000000005,1.4480000000000002,Chita,Russia,52.24N,112.99E
1846-06-01,14.331,1.7269999999999999,Chita,Russia,52.24N,112.99E
1846-07-01,17.692999999999998,1.2570000000000001,Chita,Russia,52.24N,112.99E
1846-08-01,14.181,1.314,Chita,Russia,52.24N,112.99E
1846-09-01,6.057,1.456,Chita,Russia,52.24N,112.99E
1846-10-01,-4.375,1.695,Chita,Russia,52.24N,112.99E
1846-11-01,-16.389,1.886,Chita,Russia,52.24N,112.99E
1846-12-01,-23.851999999999997,1.6230000000000002,Chita,Russia,52.24N,112.99E
1847-01-01,-24.151999999999997,3.383,Chita,Russia,52.24N,112.99E
1847-02-01,-21.625999999999998,1.8359999999999999,Chita,Russia,52.24N,112.99E
1847-03-01,-13.611,1.849,Chita,Russia,52.24N,112.99E
1847-04-01,-3.16,1.6159999999999999,Chita,Russia,52.24N,112.99E
1847-05-01,5.558,1.296,Chita,Russia,52.24N,112.99E
1847-06-01,12.677,1.469,Chita,Russia,52.24N,112.99E
1847-07-01,14.382,4.044,Chita,Russia,52.24N,112.99E
1847-08-01,11.812,1.93,Chita,Russia,52.24N,112.99E
1847-09-01,4.364999999999998,1.945,Chita,Russia,52.24N,112.99E
1847-10-01,-3.807,1.456,Chita,Russia,52.24N,112.99E
1847-11-01,-13.117,2.16,Chita,Russia,52.24N,112.99E
1847-12-01,-25.895,1.466,Chita,Russia,52.24N,112.99E
1848-01-01,-30.035,1.725,Chita,Russia,52.24N,112.99E
1848-02-01,-19.854000000000006,1.607,Chita,Russia,52.24N,112.99E
1848-03-01,-12.345,1.733,Chita,Russia,52.24N,112.99E
1848-04-01,-3.0039999999999996,1.239,Chita,Russia,52.24N,112.99E
1848-05-01,4.452,2.752,Chita,Russia,52.24N,112.99E
1848-06-01,13.957,1.766,Chita,Russia,52.24N,112.99E
1848-07-01,15.738,2.102,Chita,Russia,52.24N,112.99E
1848-08-01,12.468,1.714,Chita,Russia,52.24N,112.99E
1848-09-01,5.919,1.185,Chita,Russia,52.24N,112.99E
1848-10-01,-3.678,1.2329999999999999,Chita,Russia,52.24N,112.99E
1848-11-01,-14.155,2.22,Chita,Russia,52.24N,112.99E
1848-12-01,-21.578000000000003,3.155,Chita,Russia,52.24N,112.99E
1849-01-01,-22.734,5.591,Chita,Russia,52.24N,112.99E
1849-02-01,-20.840000000000003,1.705,Chita,Russia,52.24N,112.99E
1849-03-01,-10.694,1.6880000000000002,Chita,Russia,52.24N,112.99E
1849-04-01,-3.3280000000000003,3.373,Chita,Russia,52.24N,112.99E
1849-05-01,5.409,1.189,Chita,Russia,52.24N,112.99E
1849-06-01,13.228,2.137,Chita,Russia,52.24N,112.99E
1849-07-01,15.196,2.0069999999999997,Chita,Russia,52.24N,112.99E
1849-08-01,13.901,1.182,Chita,Russia,52.24N,112.99E
1849-09-01,4.808999999999998,1.075,Chita,Russia,52.24N,112.99E
1849-10-01,-4.064,1.551,Chita,Russia,52.24N,112.99E
1849-11-01,-15.526,1.84,Chita,Russia,52.24N,112.99E
1849-12-01,-26.932,2.042,Chita,Russia,52.24N,112.99E
1850-01-01,-29.397,2.381,Chita,Russia,52.24N,112.99E
1850-02-01,-21.991999999999997,2.351,Chita,Russia,52.24N,112.99E
1850-03-01,-11.616,3.813,Chita,Russia,52.24N,112.99E
1850-04-01,-6.224,4.238,Chita,Russia,52.24N,112.99E
1850-05-01,5.303,1.083,Chita,Russia,52.24N,112.99E
1850-06-01,12.59,1.306,Chita,Russia,52.24N,112.99E
1850-07-01,16.027,1.266,Chita,Russia,52.24N,112.99E
1850-08-01,13.415,1.11,Chita,Russia,52.24N,112.99E
1850-09-01,4.92,1.252,Chita,Russia,52.24N,112.99E
1850-10-01,-6.816,1.087,Chita,Russia,52.24N,112.99E
1850-11-01,-20.791999999999998,1.864,Chita,Russia,52.24N,112.99E
1850-12-01,-25.281999999999996,1.206,Chita,Russia,52.24N,112.99E
1851-01-01,-27.331,1.281,Chita,Russia,52.24N,112.99E
1851-02-01,-22.863000000000003,2.1319999999999997,Chita,Russia,52.24N,112.99E
1851-03-01,-17.017,2.5669999999999997,Chita,Russia,52.24N,112.99E
1851-04-01,-7.865,3.738,Chita,Russia,52.24N,112.99E
1851-05-01,4.912,2.815,Chita,Russia,52.24N,112.99E
1851-06-01,14.109000000000002,1.516,Chita,Russia,52.24N,112.99E
1851-07-01,17.082,1.175,Chita,Russia,52.24N,112.99E
1851-08-01,12.588,2.464,Chita,Russia,52.24N,112.99E
1851-09-01,4.271,1.341,Chita,Russia,52.24N,112.99E
1851-10-01,-5.942,5.2589999999999995,Chita,Russia,52.24N,112.99E
1851-11-01,-21.266,5.322,Chita,Russia,52.24N,112.99E
1851-12-01,-27.535,8.26,Chita,Russia,52.24N,112.99E
1852-01-01,-28.705,5.702000000000001,Chita,Russia,52.24N,112.99E
1852-02-01,-26.504,3.342,Chita,Russia,52.24N,112.99E
1852-03-01,-17.335,4.42,Chita,Russia,52.24N,112.99E
1852-04-01,-4.896,3.016,Chita,Russia,52.24N,112.99E
1852-05-01,4.641,3.658,Chita,Russia,52.24N,112.99E
1852-06-01,13.765999999999998,0.972,Chita,Russia,52.24N,112.99E
1852-07-01,16.724,1.587,Chita,Russia,52.24N,112.99E
1852-08-01,11.673,1.385,Chita,Russia,52.24N,112.99E
1852-09-01,4.927,1.358,Chita,Russia,52.24N,112.99E
1852-10-01,-4.06,1.557,Chita,Russia,52.24N,112.99E
1852-11-01,-19.012,3.853,Chita,Russia,52.24N,112.99E
1852-12-01,-21.447,2.075,Chita,Russia,52.24N,112.99E
1853-01-01,-30.089,3.675,Chita,Russia,52.24N,112.99E
1853-02-01,-28.535000000000004,4.019,Chita,Russia,52.24N,112.99E
1853-03-01,-16.979,4.288,Chita,Russia,52.24N,112.99E
1853-04-01,-6.8660000000000005,3.052,Chita,Russia,52.24N,112.99E
1853-05-01,5.186,1.66,Chita,Russia,52.24N,112.99E
1853-06-01,13.451,1.8330000000000002,Chita,Russia,52.24N,112.99E
1853-07-01,17.423000000000002,1.278,Chita,Russia,52.24N,112.99E
1853-08-01,13.012,1.359,Chita,Russia,52.24N,112.99E
