26.159000000000002,1.598,Wuning,China,29.74N,120.00E
1789-07-01,17.22,3.4530000000000003,Wuppertal,Germany,50.63N,6.34E
1789-08-01,17.083,1.8940000000000001,Wuppertal,Germany,50.63N,6.34E
1789-09-01,13.181,1.673,Wuppertal,Germany,50.63N,6.34E
1789-10-01,8.283999999999999,4.188,Wuppertal,Germany,50.63N,6.34E
1789-11-01,3.393,1.546,Wuppertal,Germany,50.63N,6.34E
1789-12-01,3.105,2.565,Wuppertal,Germany,50.63N,6.34E
1790-01-01,1.545,5.518,Wuppertal,Germany,50.63N,6.34E
1790-02-01,3.951,5.718,Wuppertal,Germany,50.63N,6.34E
1790-03-01,5.5680000000000005,2.7910000000000004,Wuppertal,Germany,50.63N,6.34E
1790-04-01,6.408,3.52,Wuppertal,Germany,50.63N,6.34E
1790-05-01,14.145999999999999,2.0980000000000003,Wuppertal,Germany,50.63N,6.34E
1790-06-01,16.15,3.0269999999999997,Wuppertal,Germany,50.63N,6.34E
1790-07-01,15.706,2.119,Wuppertal,Germany,50.63N,6.34E
1790-08-01,16.74,2.552,Wuppertal,Germany,50.63N,6.34E
1790-09-01,12.194,2.5540000000000003,Wuppertal,Germany,50.63N,6.34E
1790-10-01,9.041,3.778,Wuppertal,Germany,50.63N,6.34E
1790-11-01,3.924,2.443,Wuppertal,Germany,50.63N,6.34E
1790-12-01,2.274,10.475,Wuppertal,Germany,50.63N,6.34E
1791-01-01,3.093,8.724,Wuppertal,Germany,50.63N,6.34E
1791-02-01,2.22,2.608,Wuppertal,Germany,50.63N,6.34E
1791-03-01,4.777,4.274,Wuppertal,Germany,50.63N,6.34E
1791-04-01,10.550999999999998,3.016,Wuppertal,Germany,50.63N,6.34E
1791-05-01,11.697000000000001,2.504,Wuppertal,Germany,50.63N,6.34E
1791-06-01,15.646,3.299,Wuppertal,Germany,50.63N,6.34E
1791-07-01,17.057000000000002,2.513,Wuppertal,Germany,50.63N,6.34E
1791-08-01,18.131,1.348,Wuppertal,Germany,50.63N,6.34E
1791-09-01,13.43,2.8169999999999997,Wuppertal,Germany,50.63N,6.34E
1791-10-01,8.437000000000001,1.439,Wuppertal,Germany,50.63N,6.34E
1791-11-01,2.781,2.987,Wuppertal,Germany,50.63N,6.34E
1791-12-01,1.3869999999999998,2.432,Wuppertal,Germany,50.63N,6.34E
1792-01-01,0.624,6.1129999999999995,Wuppertal,Germany,50.63N,6.34E
1792-02-01,0.649,3.8110000000000004,Wuppertal,Germany,50.63N,6.34E
1792-03-01,4.9060000000000015,2.093,Wuppertal,Germany,50.63N,6.34E
1792-04-01,10.325999999999999,2.597,Wuppertal,Germany,50.63N,6.34E
1792-05-01,11.655999999999999,1.5490000000000002,Wuppertal,Germany,50.63N,6.34E
1792-06-01,15.274000000000001,1.137,Wuppertal,Germany,50.63N,6.34E
1792-07-01,17.801,2.742,Wuppertal,Germany,50.63N,6.34E
1792-08-01,17.991999999999994,2.2640000000000002,Wuppertal,Germany,50.63N,6.34E
1792-09-01,12.280999999999999,3.822,Wuppertal,Germany,50.63N,6.34E
1792-10-01,9.121,2.5180000000000002,Wuppertal,Germany,50.63N,6.34E
1792-11-01,3.965,3.364,Wuppertal,Germany,50.63N,6.34E
1792-12-01,2.112,3.784,Wuppertal,Germany,50.63N,6.34E
1793-01-01,-1.041,5.409,Wuppertal,Germany,50.63N,6.34E
1793-02-01,3.677,6.305,Wuppertal,Germany,50.63N,6.34E
1793-03-01,4.407,4.572,Wuppertal,Germany,50.63N,6.34E
1793-04-01,6.667000000000001,3.0580000000000003,Wuppertal,Germany,50.63N,6.34E
1793-05-01,11.491,1.901,Wuppertal,Germany,50.63N,6.34E
1793-06-01,14.462,4.395,Wuppertal,Germany,50.63N,6.34E
1793-07-01,19.842,7.545,Wuppertal,Germany,50.63N,6.34E
1793-08-01,18.054000000000002,6.797000000000001,Wuppertal,Germany,50.63N,6.34E
1793-09-01,12.415,2.7460000000000004,Wuppertal,Germany,50.63N,6.34E
1793-10-01,10.671,4.433,Wuppertal,Germany,50.63N,6.34E
1793-11-01,4.885,6.646,Wuppertal,Germany,50.63N,6.34E
1793-12-01,3.228,3.638,Wuppertal,Germany,50.63N,6.34E
1794-01-01,-0.131,6.671,Wuppertal,Germany,50.63N,6.34E
1794-02-01,4.901999999999999,9.182,Wuppertal,Germany,50.63N,6.34E
1794-03-01,7.341,2.353,Wuppertal,Germany,50.63N,6.34E
1794-04-01,11.527,2.295,Wuppertal,Germany,50.63N,6.34E
1794-05-01,12.314,4.185,Wuppertal,Germany,50.63N,6.34E
1794-06-01,16.825,6.307,Wuppertal,Germany,50.63N,6.34E
1794-07-01,20.387,8.224,Wuppertal,Germany,50.63N,6.34E
1794-08-01,16.451,3.321,Wuppertal,Germany,50.63N,6.34E
1794-09-01,12.537,2.951,Wuppertal,Germany,50.63N,6.34E
1794-10-01,8.71,2.989,Wuppertal,Germany,50.63N,6.34E
1794-11-01,5.274,3.1210000000000004,Wuppertal,Germany,50.63N,6.34E
1794-12-01,-1.533,2.755,Wuppertal,Germany,50.63N,6.34E
1795-01-01,-6.776000000000002,6.695,Wuppertal,Germany,50.63N,6.34E
1795-02-01,0.5489999999999999,9.228,Wuppertal,Germany,50.63N,6.34E
1795-03-01,3.2620000000000005,2.8310000000000004,Wuppertal,Germany,50.63N,6.34E
1795-04-01,9.946,3.093,Wuppertal,Germany,50.63N,6.34E
1795-05-01,12.040999999999999,5.814,Wuppertal,Germany,50.63N,6.34E
1795-06-01,16.323,2.783,Wuppertal,Germany,50.63N,6.34E
1795-07-01,15.386,4.047,Wuppertal,Germany,50.63N,6.34E
1795-08-01,17.407999999999998,3.13,Wuppertal,Germany,50.63N,6.34E
1795-09-01,15.539000000000001,4.763999999999999,Wuppertal,Germany,50.63N,6.34E
1795-10-01,12.203,4.053,Wuppertal,Germany,50.63N,6.34E
1795-11-01,3.7939999999999996,3.31,Wuppertal,Germany,50.63N,6.34E
1795-12-01,4.905,3.5210000000000004,Wuppertal,Germany,50.63N,6.34E
1796-01-01,5.657,3.9019999999999997,Wuppertal,Germany,50.63N,6.34E
1796-02-01,3.039,1.551,Wuppertal,Germany,50.63N,6.34E
1796-03-01,1.9360000000000004,3.7119999999999997,Wuppertal,Germany,50.63N,6.34E
1796-04-01,8.561,1.5930000000000002,Wuppertal,Germany,50.63N,6.34E
1796-05-01,12.142999999999999,1.264,Wuppertal,Germany,50.63N,6.34E
1796-06-01,15.168,4.744,Wuppertal,Germany,50.63N,6.34E
1796-07-01,16.584999999999994,3.455,Wuppertal,Germany,50.63N,6.34E
1796-08-01,17.410999999999998,5.249,Wuppertal,Germany,50.63N,6.34E
1796-09-01,15.293,5.335,Wuppertal,Germany,50.63N,6.34E
1796-10-01,8.122,1.455,Wuppertal,Germany,50.63N,6.34E
1796-11-01,3.3520000000000003,3.762,Wuppertal,Germany,50.63N,6.34E
1796-12-01,-1.855,6.124,Wuppertal,Germany,50.63N,6.34E
1797-01-01,0.904,9.195,Wuppertal,Germany,50.63N,6.34E
1797-02-01,1.6780000000000002,3.063,Wuppertal,Germany,50.63N,6.34E
1797-03-01,3.4400000000000004,2.457,Wuppertal,Germany,50.63N,6.34E
1797-04-01,9.352,4.23,Wuppertal,Germany,50.63N,6.34E
1797-05-01,13.966,3.215,Wuppertal,Germany,50.63N,6.34E
1797-06-01,14.033,2.445,Wuppertal,Germany,50.63N,6.34E
1797-07-01,19.53,2.8539999999999996,Wuppertal,Germany,50.63N,6.34E
1797-08-01,17.566,3.406,Wuppertal,Germany,50.63N,6.34E
1797-09-01,13.704,5.046,Wuppertal,Germany,50.63N,6.34E
1797-10-01,8.443000000000001,2.779,Wuppertal,Germany,50.63N,6.34E
1797-11-01,5.126,3.721,Wuppertal,Germany,50.63N,6.34E
1797-12-01,3.625,4.11,Wuppertal,Germany,50.63N,6.34E
1798-01-01,0.941,1.953,Wuppertal,Germany,50.63N,6.34E
1798-02-01,2.912,2.616,Wuppertal,Germany,50.63N,6.34E
1798-03-01,3.948,2.2159999999999997,Wuppertal,Germany,50.63N,6.34E
1798-04-01,9.949,1.5819999999999999,Wuppertal,Germany,50.63N,6.34E
1798-05-01,13.575,5.2989999999999995,Wuppertal,Germany,50.63N,6.34E
1798-06-01,17.188,2.762,Wuppertal,Germany,50.63N,6.34E
1798-07-01,17.384999999999998,3.3360000000000003,Wuppertal,Germany,50.63N,6.34E
1798-08-01,17.695999999999994,6.765,Wuppertal,Germany,50.63N,6.34E
1798-09-01,14.205,4.155,Wuppertal,Germany,50.63N,6.34E
1798-10-01,9.391,3.444,Wuppertal,Germany,50.63N,6.34E
1798-11-01,3.798,3.753,Wuppertal,Germany,50.63N,6.34E
1798-12-01,-2.592,2.952,Wuppertal,Germany,50.63N,6.34E
1799-01-01,-4.1850000000000005,2.7769999999999997,Wuppertal,Germany,50.63N,6.34E
1799-02-01,0.5459999999999998,3.2319999999999998,Wuppertal,Germany,50.63N,6.34E
1799-03-01,2.4690000000000003,3.616,Wuppertal,Germany,50.63N,6.34E
1799-04-01,5.533,5.141,Wuppertal,Germany,50.63N,6.34E
1799-05-01,10.957,1.828,Wuppertal,Germany,50.63N,6.34E
1799-06-01,14.585,4.088,Wuppertal,Germany,50.63N,6.34E
1799-07-01,16.23,3.264,Wuppertal,Germany,50.63N,6.34E
1799-08-01,16.386,1.4280000000000002,Wuppertal,Germany,50.63N,6.34E
1799-09-01,13.158,3.5269999999999997,Wuppertal,Germany,50.63N,6.34E
1799-10-01,8.235000000000001,2.506,Wuppertal,Germany,50.63N,6.34E
1799-11-01,4.471,2.609,Wuppertal,Germany,50.63N,6.34E
1799-12-01,-3.8569999999999998,1.776,Wuppertal,Germany,50.63N,6.34E
1800-01-01,0.441,2.4459999999999997,Wuppertal,Germany,50.63N,6.34E
1800-02-01,-0.6950000000000003,5.184,Wuppertal,Germany,50.63N,6.34E
1800-03-01,1.1230000000000002,4.644,Wuppertal,Germany,50.63N,6.34E
1800-04-01,11.55,2.0869999999999997,Wuppertal,Germany,50.63N,6.34E
1800-05-01,15.084000000000001,1.538,Wuppertal,Germany,50.63N,6.34E
1800-06-01,13.401,1.495,Wuppertal,Germany,50.63N,6.34E
1800-07-01,17.27,2.0340000000000003,Wuppertal,Germany,50.63N,6.34E
1800-08-01,18.292,3.43,Wuppertal,Germany,50.63N,6.34E
1800-09-01,14.491,3.302,Wuppertal,Germany,50.63N,6.34E
1800-10-01,8.346,3.071,Wuppertal,Germany,50.63N,6.34E
1800-11-01,5.5950000000000015,3.205,Wuppertal,Germany,50.63N,6.34E
1800-12-01,0.983,2.745,Wuppertal,Germany,50.63N,6.34E
1801-01-01,2.022,1.985,Wuppertal,Germany,50.63N,6.34E
1801-02-01,1.214,1.024,Wuppertal,Germany,50.63N,6.34E
1801-03-01,5.8130000000000015,1.6880000000000002,Wuppertal,Germany,50.63N,6.34E
1801-04-01,8.384,1.999,Wuppertal,Germany,50.63N,6.34E
1801-05-01,13.814,2.66,Wuppertal,Germany,50.63N,6.34E
1801-06-01,14.118,1.994,Wuppertal,Germany,50.63N,6.34E
1801-07-01,16.555999999999994,3.7889999999999997,Wuppertal,Germany,50.63N,6.34E
1801-08-01,17.052999999999994,2.245,Wuppertal,Germany,50.63N,6.34E
1801-09-01,14.89,2.031,Wuppertal,Germany,50.63N,6.34E
1801-10-01,10.134,1.643,Wuppertal,Germany,50.63N,6.34E
1801-11-01,4.833,1.5219999999999998,Wuppertal,Germany,50.63N,6.34E
1801-12-01,1.869,5.002,Wuppertal,Germany,50.63N,6.34E
1802-01-01,-3.193,2.267,Wuppertal,Germany,50.63N,6.34E
1802-02-01,1.571,2.044,Wuppertal,Germany,50.63N,6.34E
1802-03-01,4.434,2.82,Wuppertal,Germany,50.63N,6.34E
1802-04-01,8.954,2.674,Wuppertal,Germany,50.63N,6.34E
1802-05-01,12.048,2.67,Wuppertal,Germany,50.63N,6.34E
1802-06-01,15.952,2.18,Wuppertal,Germany,50.63N,6.34E
1802-07-01,15.493,2.25,Wuppertal,Germany,50.63N,6.34E
1802-08-01,18.97,2.211,Wuppertal,Germany,50.63N,6.34E
1802-09-01,14.082,3.778,Wuppertal,Germany,50.63N,6.34E
1802-10-01,10.420000000000002,4.726,Wuppertal,Germany,50.63N,6.34E
1802-11-01,4.2669999999999995,2.792,Wuppertal,Germany,50.63N,6.34E
1802-12-01,1.97,2.519,Wuppertal,Germany,50.63N,6.34E
1803-01-01,-3.638,4.84,Wuppertal,Germany,50.63N,6.34E
1803-02-01,-1.604,3.9819999999999998,Wuppertal,Germany,50.63N,6.34E
1803-03-01,3.293,3.173,Wuppertal,Germany,50.63N,6.34E
1803-04-01,9.955,2.986,Wuppertal,Germany,50.63N,6.34E
1803-05-01,10.321,2.221,Wuppertal,Germany,50.63N,6.34E
1803-06-01,14.652000000000001,1.75,Wuppertal,Germany,50.63N,6.34E
1803-07-01,18.753,2.0780000000000003,Wuppertal,Germany,50.63N,6.34E
1803-08-01,17.616,3.133,Wuppertal,Germany,50.63N,6.34E
1803-09-01,11.443,1.423,Wuppertal,Germany,50.63N,6.34E
1803-10-01,7.9060000000000015,3.3289999999999997,Wuppertal,Germany,50.63N,6.34E
1803-11-01,4.336,2.968,Wuppertal,Germany,50.63N,6.34E
1803-12-01,2.051,3.693,Wuppertal,Germany,50.63N,6.34E
1804-01-01,3.6069999999999998,5.79,Wuppertal,Germany,50.63N,6.34E
1804-02-01,0.228,2.9730000000000003,Wuppertal,Germany,50.63N,6.34E
1804-03-01,2.4400000000000004,4.816,Wuppertal,Germany,50.63N,6.34E
1804-04-01,6.92,2.592,Wuppertal,Germany,50.63N,6.34E
1804-05-01,14.07,1.73,Wuppertal,Germany,50.63N,6.34E
1804-06-01,16.2,1.159,Wuppertal,Germany,50.63N,6.34E
1804-07-01,16.848,3.4619999999999997,Wuppertal,Germany,50.63N,6.34E
1804-08-01,16.201999999999998,2.267,Wuppertal,Germany,50.63N,6.34E
1804-09-01,14.919,5.132000000000001,Wuppertal,Germany,50.63N,6.34E
1804-10-01,9.294,2.489,Wuppertal,Germany,50.63N,6.34E
1804-11-01,3.4610000000000003,5.422999999999999,Wuppertal,Germany,50.63N,6.34E
1804-12-01,-2.112,4.718,Wuppertal,Germany,50.63N,6.34E
1805-01-01,-2.8560000000000003,2.529,Wuppertal,Germany,50.63N,6.34E
1805-02-01,0.4669999999999999,3.0660000000000003,Wuppertal,Germany,50.63N,6.34E
1805-03-01,3.4390000000000005,2.0909999999999997,Wuppertal,Germany,50.63N,6.34E
1805-04-01,6.727,3.998,Wuppertal,Germany,50.63N,6.34E
1805-05-01,10.525,1.33,Wuppertal,Germany,50.63N,6.34E
1805-06-01,13.667,3.0589999999999997,Wuppertal,Germany,50.63N,6.34E
1805-07-01,15.595999999999998,2.6660000000000004,Wuppertal,Germany,50.63N,6.34E
1805-08-01,15.62,2.667,Wuppertal,Germany,50.63N,6.34E
1805-09-01,14.265,3.532,Wuppertal,Germany,50.63N,6.34E
1805-10-01,5.838000000000001,2.3890000000000002,Wuppertal,Germany,50.63N,6.34E
1805-11-01,1.2970000000000002,3.26,Wuppertal,Germany,50.63N,6.34E
1805-12-01,1.168,1.5130000000000001,Wuppertal,Germany,50.63N,6.34E
1806-01-01,3.008,1.959,Wuppertal,Germany,50.63N,6.34E
1806-02-01,3.39,4.187,Wuppertal,Germany,50.63N,6.34E
1806-03-01,4.1720000000000015,2.862,Wuppertal,Germany,50.63N,6.34E
1806-04-01,5.681,4.213,Wuppertal,Germany,50.63N,6.34E
1806-05-01,14.936,2.481,Wuppertal,Germany,50.63N,6.34E
1806-06-01,14.953,2.158,Wuppertal,Germany,50.63N,6.34E
1806-07-01,16.517,1.695,Wuppertal,Germany,50.63N,6.34E
1806-08-01,16.483999999999998,2.385,Wuppertal,Germany,50.63N,6.34E
1806-09-01,14.244000000000002,2.963,Wuppertal,Germany,50.63N,6.34E
1806-10-01,8.401,1.026,Wuppertal,Germany,50.63N,6.34E
1806-11-01,6.3900000000000015,1.744,Wuppertal,Germany,50.63N,6.34E
1806-12-01,6.0920000000000005,3.134,Wuppertal,Germany,50.63N,6.34E
1807-01-01,0.25399999999999995,2.766,Wuppertal,Germany,50.63N,6.34E
1807-02-01,2.698,5.4670000000000005,Wuppertal,Germany,50.63N,6.34E
1807-03-01,1.0640000000000005,5.27,Wuppertal,Germany,50.63N,6.34E
1807-04-01,6.876,2.464,Wuppertal,Germany,50.63N,6.34E
1807-05-01,13.941,1.844,Wuppertal,Germany,50.63N,6.34E
1807-06-01,14.886,1.694,Wuppertal,Germany,50.63N,6.34E
1807-07-01,19.414,3.8089999999999997,Wuppertal,Germany,50.63N,6.34E
1807-08-01,20.275,3.048,Wuppertal,Germany,50.63N,6.34E
1807-09-01,11.550999999999998,1.256,Wuppertal,Germany,50.63N,6.34E
1807-10-01,10.144,1.621,Wuppertal,Germany,50.63N,6.34E
1807-11-01,4.58,2.948,Wuppertal,Germany,50.63N,6.34E
1807-12-01,0.851,1.681,Wuppertal,Germany,50.63N,6.34E
1808-01-01,0.239,3.042,Wuppertal,Germany,50.63N,6.34E
1808-02-01,0.2549999999999999,2.5140000000000002,Wuppertal,Germany,50.63N,6.34E
1808-03-01,0.3700000000000001,6.098,Wuppertal,Germany,50.63N,6.34E
1808-04-01,5.324,1.5719999999999998,Wuppertal,Germany,50.63N,6.34E
1808-05-01,15.338,4.681,Wuppertal,Germany,50.63N,6.34E
1808-06-01,14.737,1.329,Wuppertal,Germany,50.63N,6.34E
1808-07-01,19.478,1.686,Wuppertal,Germany,50.63N,6.34E
1808-08-01,18.21,2.23,Wuppertal,Germany,50.63N,6.34E
1808-09-01,13.335999999999999,4.377,Wuppertal,Germany,50.63N,6.34E
1808-10-01,6.987000000000001,1.9469999999999998,Wuppertal,Germany,50.63N,6.34E
1808-11-01,4.001,2.714,Wuppertal,Germany,50.63N,6.34E
1808-12-01,-2.632,1.925,Wuppertal,Germany,50.63N,6.34E
1809-01-01,-0.617,5.195,Wuppertal,Germany,50.63N,6.34E
1809-02-01,4.771,3.667,Wuppertal,Germany,50.63N,6.34E
1809-03-01,4.1160000000000005,3.963,Wuppertal,Germany,50.63N,6.34E
1809-04-01,4.561,5.695,Wuppertal,Germany,50.63N,6.34E
1809-05-01,13.960999999999999,3.076,Wuppertal,Germany,50.63N,6.34E
1809-06-01,14.474,1.874,Wuppertal,Germany,50.63N,6.34E
1809-07-01,16.494999999999994,1.739,Wuppertal,Germany,50.63N,6.34E
1809-08-01,16.648,1.308,Wuppertal,Germany,50.63N,6.34E
1809-09-01,13.02,2.845,Wuppertal,Germany,50.63N,6.34E
1809-10-01,7.394,6.183,Wuppertal,Germany,50.63N,6.34E
1809-11-01,2.802,3.695,Wuppertal,Germany,50.63N,6.34E
1809-12-01,2.829,4.928999999999999,Wuppertal,Germany,50.63N,6.34E
1810-01-01,-3.1710000000000003,6.912999999999999,Wuppertal,Germany,50.63N,6.34E
1810-02-01,-0.8919999999999999,5.505,Wuppertal,Germany,50.63N,6.34E
1810-03-01,4.875,2.7510000000000003,Wuppertal,Germany,50.63N,6.34E
1810-04-01,7.457999999999999,4.699,Wuppertal,Germany,50.63N,6.34E
1810-05-01,11.304,3.275,Wuppertal,Germany,50.63N,6.34E
1810-06-01,14.451,3.93,Wuppertal,Germany,50.63N,6.34E
1810-07-01,16.407999999999998,3.911,Wuppertal,Germany,50.63N,6.34E
1810-08-01,16.342,2.85,Wuppertal,Germany,50.63N,6.34E
1810-09-01,15.481,1.6680000000000001,Wuppertal,Germany,50.63N,6.34E
1810-10-01,8.478000000000002,5.575,Wuppertal,Germany,50.63N,6.34E
1810-11-01,5.151,3.1839999999999997,Wuppertal,Germany,50.63N,6.34E
1810-12-01,2.884,4.018,Wuppertal,Germany,50.63N,6.34E
1811-01-01,-3.5440000000000005,3.611,Wuppertal,Germany,50.63N,6.34E
1811-02-01,2.8360000000000003,5.4670000000000005,Wuppertal,Germany,50.63N,6.34E
1811-03-01,6.4700000000000015,3.025,Wuppertal,Germany,50.63N,6.34E
1811-04-01,9.631,1.334,Wuppertal,Germany,50.63N,6.34E
1811-05-01,15.751,3.702,Wuppertal,Germany,50.63N,6.34E
1811-06-01,17.776,3.985,Wuppertal,Germany,50.63N,6.34E
1811-07-01,18.563,3.147,Wuppertal,Germany,50.63N,6.34E
1811-08-01,16.59,5.205,Wuppertal,Germany,50.63N,6.34E
1811-09-01,13.934,3.303,Wuppertal,Germany,50.63N,6.34E
1811-10-01,11.892,5.811,Wuppertal,Germany,50.63N,6.34E
1811-11-01,6.244,6.188,Wuppertal,Germany,50.63N,6.34E
1811-12-01,2.16,3.386,Wuppertal,Germany,50.63N,6.34E
1812-01-01,-1.533,3.458,Wuppertal,Germany,50.63N,6.34E
1812-02-01,3.198,1.128,Wuppertal,Germany,50.63N,6.34E
1812-03-01,3.1930000000000005,3.429,Wuppertal,Germany,50.63N,6.34E
1812-04-01,4.959,3.2969999999999997,Wuppertal,Germany,50.63N,6.34E
1812-05-01,13.787,3.154,Wuppertal,Germany,50.63N,6.34E
1812-06-01,15.192,1.5190000000000001,Wuppertal,Germany,50.63N,6.34E
1812-07-01,15.706,2.097,Wuppertal,Germany,50.63N,6.34E
1812-08-01,16.122999999999998,5.689,Wuppertal,Germany,50.63N,6.34E
1812-09-01,13.064,1.123,Wuppertal,Germany,50.63N,6.34E
1812-10-01,9.728000000000002,4.21,Wuppertal,Germany,50.63N,6.34E
1812-11-01,2.0269999999999997,3.8930000000000002,Wuppertal,Germany,50.63N,6.34E
1812-12-01,-3.765,4.471,Wuppertal,Germany,50.63N,6.34E
1813-01-01,-1.7519999999999998,5.518,Wuppertal,Germany,50.63N,6.34E
1813-02-01,3.6,2.085,Wuppertal,Germany,50.63N,6.34E
1813-03-01,3.998,9.266,Wuppertal,Germany,50.63N,6.34E
1813-04-01,8.985,1.229,Wuppertal,Germany,50.63N,6.34E
1813-05-01,13.535,7.287999999999999,Wuppertal,Germany,50.63N,6.34E
1813-06-01,14.774000000000001,3.6069999999999998,Wuppertal,Germany,50.63N,6.34E
1813-07-01,16.349,2.219,Wuppertal,Germany,50.63N,6.34E
1813-08-01,15.617,1.14,Wuppertal,Germany,50.63N,6.34E
1813-09-01,12.624,2.204,Wuppertal,Germany,50.63N,6.34E
1813-10-01,8.14,1.537,Wuppertal,Germany,50.63N,6.34E
1813-11-01,3.7289999999999996,2.415,Wuppertal,Germany,50.63N,6.34E
1813-12-01,0.5109999999999999,2.36,Wuppertal,Germany,50.63N,6.34E
1814-01-01,-3.4370000000000003,4.035,Wuppertal,Germany,50.63N,6.34E
1814-02-01,-3.123,1.775,Wuppertal,Germany,50.63N,6.34E
1814-03-01,1.3360000000000003,3.003,Wuppertal,Germany,50.63N,6.34E
1814-04-01,9.654,1.7269999999999999,Wuppertal,Germany,50.63N,6.34E
1814-05-01,10.860999999999999,1.672,Wuppertal,Germany,50.63N,6.34E
1814-06-01,14.107000000000001,1.8619999999999999,Wuppertal,Germany,50.63N,6.34E
1814-07-01,18.169,3.673,Wuppertal,Germany,50.63N,6.34E
1814-08-01,16.098,1.653,Wuppertal,Germany,50.63N,6.34E
1814-09-01,12.529000000000002,2.005,Wuppertal,Germany,50.63N,6.34E
1814-10-01,7.401000000000002,4.971,Wuppertal,Germany,50.63N,6.34E
1814-11-01,4.863,7.518,Wuppertal,Germany,50.63N,6.34E
1814-12-01,3.0239999999999996,8.615,Wuppertal,Germany,50.63N,6.34E
1815-01-01,-3.2620000000000005,2.226,Wuppertal,Germany,50.63N,6.34E
1815-02-01,3.653,6.7010000000000005,Wuppertal,Germany,50.63N,6.34E
1815-03-01,6.641,5.483,Wuppertal,Germany,50.63N,6.34E
1815-04-01,8.613999999999999,2.6639999999999997,Wuppertal,Germany,50.63N,6.34E
1815-05-01,13.484000000000002,3.448,Wuppertal,Germany,50.63N,6.34E
1815-06-01,15.56,3.141,Wuppertal,Germany,50.63N,6.34E
1815-07-01,15.683,3.347,Wuppertal,Germany,50.63N,6.34E
1815-08-01,15.88,2.7110000000000003,Wuppertal,Germany,50.63N,6.34E
1815-09-01,13.099,1.3319999999999999,Wuppertal,Germany,50.63N,6.34E
1815-10-01,9.104,4.275,Wuppertal,Germany,50.63N,6.34E
1815-11-01,2.4890000000000003,3.0269999999999997,Wuppertal,Germany,50.63N,6.34E
1815-12-01,-0.10200000000000008,2.7319999999999998,Wuppertal,Germany,50.63N,6.34E
1816-01-01,0.594,4.659,Wuppertal,Germany,50.63N,6.34E
1816-02-01,-0.4470000000000001,2.6660000000000004,Wuppertal,Germany,50.63N,6.34E
1816-03-01,3.1330000000000005,3.0669999999999997,Wuppertal,Germany,50.63N,6.34E
1816-04-01,7.905,5.162999999999999,Wuppertal,Germany,50.63N,6.34E
1816-05-01,10.632,2.326,Wuppertal,Germany,50.63N,6.34E
1816-06-01,13.332999999999998,2.086,Wuppertal,Germany,50.63N,6.34E
1816-07-01,14.969000000000001,2.57,Wuppertal,Germany,50.63N,6.34E
1816-08-01,14.262,0.96,Wuppertal,Germany,50.63N,6.34E
1816-09-01,12.106,1.463,Wuppertal,Germany,50.63N,6.34E
1816-10-01,8.637,7.579,Wuppertal,Germany,50.63N,6.34E
1816-11-01,1.6630000000000005,8.33,Wuppertal,Germany,50.63N,6.34E
1816-12-01,0.9440000000000001,2.133,Wuppertal,Germany,50.63N,6.34E
1817-01-01,2.866,5.729,Wuppertal,Germany,50.63N,6.34E
1817-02-01,4.2349999999999985,3.1719999999999997,Wuppertal,Germany,50.63N,6.34E
1817-03-01,3.668,3.293,Wuppertal,Germany,50.63N,6.34E
1817-04-01,4.676,2.801,Wuppertal,Germany,50.63N,6.34E
1817-05-01,11.366,2.9530000000000003,Wuppertal,Germany,50.63N,6.34E
1817-06-01,17.081,1.733,Wuppertal,Germany,50.63N,6.34E
1817-07-01,15.941999999999998,1.4,Wuppertal,Germany,50.63N,6.34E
1817-08-01,15.432,2.475,Wuppertal,Germany,50.63N,6.34E
1817-09-01,15.097999999999999,3.0869999999999997,Wuppertal,Germany,50.63N,6.34E
1817-10-01,5.2989999999999995,3.7710000000000004,Wuppertal,Germany,50.63N,6.34E
1817-11-01,6.504,2.641,Wuppertal,Germany,50.63N,6.34E
1817-12-01,0.389,3.075,Wuppertal,Germany,50.63N,6.34E
1818-01-01,2.221,4.288,Wuppertal,Germany,50.63N,6.34E
1818-02-01,1.2670000000000001,1.959,Wuppertal,Germany,50.63N,6.34E
1818-03-01,4.254,2.476,Wuppertal,Germany,50.63N,6.34E
1818-04-01,9.14,7.091,Wuppertal,Germany,50.63N,6.34E
1818-05-01,12.085,4.2780000000000005,Wuppertal,Germany,50.63N,6.34E
1818-06-01,17.348,5.47,Wuppertal,Germany,50.63N,6.34E
1818-07-01,18.399,4.05,Wuppertal,Germany,50.63N,6.34E
1818-08-01,16.061999999999998,1.983,Wuppertal,Germany,50.63N,6.34E
1818-09-01,13.714,2.8160000000000003,Wuppertal,Germany,50.63N,6.34E
1818-10-01,8.471,3.015,Wuppertal,Germany,50.63N,6.34E
1818-11-01,6.082000000000001,6.207999999999999,Wuppertal,Germany,50.63N,6.34E
1818-12-01,-1.3030000000000002,2.892,Wuppertal,Germany,50.63N,6.34E
1819-01-01,1.9580000000000002,3.353,Wuppertal,Germany,50.63N,6.34E
1819-02-01,2.755,3.96,Wuppertal,Germany,50.63N,6.34E
1819-03-01,4.513000000000001,7.809,Wuppertal,Germany,50.63N,6.34E
