09,1.964,Lleida,Spain,40.99N,0.00W
1885-10-01,20.878,0.643,Lobito,Angola,12.05S,13.15E
1885-11-01,22.08,0.894,Lobito,Angola,12.05S,13.15E
1885-12-01,22.709,0.904,Lobito,Angola,12.05S,13.15E
1886-01-01,23.493,0.74,Lobito,Angola,12.05S,13.15E
1886-02-01,25.25,0.8590000000000001,Lobito,Angola,12.05S,13.15E
1886-03-01,26.134,0.705,Lobito,Angola,12.05S,13.15E
1886-04-01,25.572,0.8340000000000001,Lobito,Angola,12.05S,13.15E
1886-05-01,24.885,1.157,Lobito,Angola,12.05S,13.15E
1886-06-01,22.518,0.7390000000000001,Lobito,Angola,12.05S,13.15E
1886-07-01,20.447,1.085,Lobito,Angola,12.05S,13.15E
1886-08-01,19.726000000000006,0.645,Lobito,Angola,12.05S,13.15E
1886-09-01,20.086,0.5379999999999999,Lobito,Angola,12.05S,13.15E
1886-10-01,21.261999999999997,0.691,Lobito,Angola,12.05S,13.15E
1886-11-01,22.838,0.767,Lobito,Angola,12.05S,13.15E
1886-12-01,23.119,0.934,Lobito,Angola,12.05S,13.15E
1887-01-01,23.698,0.8859999999999999,Lobito,Angola,12.05S,13.15E
1887-02-01,25.131999999999998,0.82,Lobito,Angola,12.05S,13.15E
1887-03-01,25.314,1.054,Lobito,Angola,12.05S,13.15E
1887-04-01,26.315,1.104,Lobito,Angola,12.05S,13.15E
1887-05-01,23.186,1.4409999999999998,Lobito,Angola,12.05S,13.15E
1887-06-01,20.217,1.976,Lobito,Angola,12.05S,13.15E
1887-07-01,19.111,1.175,Lobito,Angola,12.05S,13.15E
1887-08-01,18.634,0.708,Lobito,Angola,12.05S,13.15E
1887-09-01,19.757,0.74,Lobito,Angola,12.05S,13.15E
1887-10-01,21.456,0.667,Lobito,Angola,12.05S,13.15E
1887-11-01,23.822000000000006,0.7659999999999999,Lobito,Angola,12.05S,13.15E
1887-12-01,22.853,0.777,Lobito,Angola,12.05S,13.15E
1888-01-01,23.826999999999998,1.2209999999999999,Lobito,Angola,12.05S,13.15E
1888-02-01,24.983,1.896,Lobito,Angola,12.05S,13.15E
1888-03-01,26.391,1.891,Lobito,Angola,12.05S,13.15E
1888-04-01,25.329,1.23,Lobito,Angola,12.05S,13.15E
1888-05-01,22.777,1.13,Lobito,Angola,12.05S,13.15E
1888-06-01,20.576,1.0290000000000001,Lobito,Angola,12.05S,13.15E
1888-07-01,18.894000000000002,1.127,Lobito,Angola,12.05S,13.15E
1888-08-01,18.859,1.089,Lobito,Angola,12.05S,13.15E
1888-09-01,19.986,1.06,Lobito,Angola,12.05S,13.15E
1888-10-01,21.189,1.459,Lobito,Angola,12.05S,13.15E
1888-11-01,22.787000000000006,0.7759999999999999,Lobito,Angola,12.05S,13.15E
1888-12-01,23.516,0.892,Lobito,Angola,12.05S,13.15E
1889-01-01,23.85,0.769,Lobito,Angola,12.05S,13.15E
1889-02-01,25.954,1.3780000000000001,Lobito,Angola,12.05S,13.15E
1889-03-01,26.883000000000003,0.889,Lobito,Angola,12.05S,13.15E
1889-04-01,26.114,0.772,Lobito,Angola,12.05S,13.15E
1889-05-01,24.759,0.9470000000000001,Lobito,Angola,12.05S,13.15E
1889-06-01,22.314,0.785,Lobito,Angola,12.05S,13.15E
1889-07-01,21.188000000000002,1.123,Lobito,Angola,12.05S,13.15E
1889-08-01,20.133000000000006,1.121,Lobito,Angola,12.05S,13.15E
1889-09-01,20.053,0.937,Lobito,Angola,12.05S,13.15E
1889-10-01,21.784000000000002,1.8869999999999998,Lobito,Angola,12.05S,13.15E
1889-11-01,22.826999999999998,1.41,Lobito,Angola,12.05S,13.15E
1889-12-01,23.359,1.036,Lobito,Angola,12.05S,13.15E
1890-01-01,24.261,1.453,Lobito,Angola,12.05S,13.15E
1890-02-01,24.12,0.884,Lobito,Angola,12.05S,13.15E
1890-03-01,25.485,1.492,Lobito,Angola,12.05S,13.15E
1890-04-01,25.101,0.6859999999999999,Lobito,Angola,12.05S,13.15E
1890-05-01,23.105,0.9890000000000001,Lobito,Angola,12.05S,13.15E
1890-06-01,20.039,1.23,Lobito,Angola,12.05S,13.15E
1890-07-01,18.456,1.041,Lobito,Angola,12.05S,13.15E
1890-08-01,18.598000000000006,0.7090000000000001,Lobito,Angola,12.05S,13.15E
1890-09-01,19.739,0.755,Lobito,Angola,12.05S,13.15E
1890-10-01,20.669,0.815,Lobito,Angola,12.05S,13.15E
1890-11-01,22.385,0.675,Lobito,Angola,12.05S,13.15E
1890-12-01,22.874,0.951,Lobito,Angola,12.05S,13.15E
1891-01-01,23.730999999999998,1.485,Lobito,Angola,12.05S,13.15E
1891-02-01,24.302,0.9059999999999999,Lobito,Angola,12.05S,13.15E
1891-03-01,25.693,0.845,Lobito,Angola,12.05S,13.15E
1891-04-01,25.675,0.9790000000000001,Lobito,Angola,12.05S,13.15E
1891-05-01,22.979,1.127,Lobito,Angola,12.05S,13.15E
1891-06-01,20.041,1.181,Lobito,Angola,12.05S,13.15E
1891-07-01,19.808,1.439,Lobito,Angola,12.05S,13.15E
1891-08-01,18.864,1.5390000000000001,Lobito,Angola,12.05S,13.15E
1891-09-01,19.616000000000003,0.87,Lobito,Angola,12.05S,13.15E
1891-10-01,21.226999999999997,0.51,Lobito,Angola,12.05S,13.15E
1891-11-01,22.855,1.249,Lobito,Angola,12.05S,13.15E
1891-12-01,23.506,0.88,Lobito,Angola,12.05S,13.15E
1892-01-01,23.813000000000002,0.836,Lobito,Angola,12.05S,13.15E
1892-02-01,25.023000000000003,1.1520000000000001,Lobito,Angola,12.05S,13.15E
1892-03-01,25.145,1.015,Lobito,Angola,12.05S,13.15E
1892-04-01,24.533,0.9390000000000001,Lobito,Angola,12.05S,13.15E
1892-05-01,23.08,0.785,Lobito,Angola,12.05S,13.15E
1892-06-01,20.545,1.499,Lobito,Angola,12.05S,13.15E
1892-07-01,19.187,0.736,Lobito,Angola,12.05S,13.15E
1892-08-01,18.792,0.8190000000000001,Lobito,Angola,12.05S,13.15E
1892-09-01,20.028,0.726,Lobito,Angola,12.05S,13.15E
1892-10-01,21.371,0.7020000000000001,Lobito,Angola,12.05S,13.15E
1892-11-01,22.534,1.135,Lobito,Angola,12.05S,13.15E
1892-12-01,23.02,0.8740000000000001,Lobito,Angola,12.05S,13.15E
1893-01-01,22.829,0.892,Lobito,Angola,12.05S,13.15E
1893-02-01,24.226,0.797,Lobito,Angola,12.05S,13.15E
1893-03-01,25.889,0.8009999999999999,Lobito,Angola,12.05S,13.15E
1893-04-01,25.955,0.7390000000000001,Lobito,Angola,12.05S,13.15E
1893-05-01,25.525,2.136,Lobito,Angola,12.05S,13.15E
1893-06-01,22.498,2.515,Lobito,Angola,12.05S,13.15E
1893-07-01,20.996,1.273,Lobito,Angola,12.05S,13.15E
1893-08-01,19.708,1.966,Lobito,Angola,12.05S,13.15E
1893-09-01,19.909,0.79,Lobito,Angola,12.05S,13.15E
1893-10-01,21.368,0.8420000000000001,Lobito,Angola,12.05S,13.15E
1893-11-01,23.065,0.789,Lobito,Angola,12.05S,13.15E
1893-12-01,23.415,0.9440000000000001,Lobito,Angola,12.05S,13.15E
1894-01-01,24.084,0.863,Lobito,Angola,12.05S,13.15E
1894-02-01,25.623,0.8959999999999999,Lobito,Angola,12.05S,13.15E
1894-03-01,26.063000000000002,1.22,Lobito,Angola,12.05S,13.15E
1894-04-01,25.603,0.902,Lobito,Angola,12.05S,13.15E
1894-05-01,24.114,0.9420000000000001,Lobito,Angola,12.05S,13.15E
1894-06-01,21.021,0.8109999999999999,Lobito,Angola,12.05S,13.15E
1894-07-01,19.615,0.6759999999999999,Lobito,Angola,12.05S,13.15E
1894-08-01,19.277,0.7929999999999999,Lobito,Angola,12.05S,13.15E
1894-09-01,19.598000000000006,0.937,Lobito,Angola,12.05S,13.15E
1894-10-01,21.378,0.698,Lobito,Angola,12.05S,13.15E
1894-11-01,22.939,0.8029999999999999,Lobito,Angola,12.05S,13.15E
1894-12-01,23.487,0.85,Lobito,Angola,12.05S,13.15E
1895-01-01,24.002,0.9059999999999999,Lobito,Angola,12.05S,13.15E
1895-02-01,25.537,1.847,Lobito,Angola,12.05S,13.15E
1895-03-01,26.081999999999997,0.721,Lobito,Angola,12.05S,13.15E
1895-04-01,25.511999999999997,0.875,Lobito,Angola,12.05S,13.15E
1895-05-01,24.623,1.416,Lobito,Angola,12.05S,13.15E
1895-06-01,21.125,0.872,Lobito,Angola,12.05S,13.15E
1895-07-01,19.242,1.276,Lobito,Angola,12.05S,13.15E
1895-08-01,19.183,0.672,Lobito,Angola,12.05S,13.15E
1895-09-01,19.395000000000003,1.075,Lobito,Angola,12.05S,13.15E
1895-10-01,21.408,0.716,Lobito,Angola,12.05S,13.15E
1895-11-01,24.473000000000006,2.971,Lobito,Angola,12.05S,13.15E
1895-12-01,23.766,0.89,Lobito,Angola,12.05S,13.15E
1896-01-01,25.307,2.405,Lobito,Angola,12.05S,13.15E
1896-02-01,25.009,0.8959999999999999,Lobito,Angola,12.05S,13.15E
1896-03-01,26.164,0.782,Lobito,Angola,12.05S,13.15E
1896-04-01,25.735,0.785,Lobito,Angola,12.05S,13.15E
1896-05-01,23.539,1.2109999999999999,Lobito,Angola,12.05S,13.15E
1896-06-01,20.323,1.3869999999999998,Lobito,Angola,12.05S,13.15E
1896-07-01,19.771,0.774,Lobito,Angola,12.05S,13.15E
1896-08-01,19.410999999999998,0.9279999999999999,Lobito,Angola,12.05S,13.15E
1896-09-01,20.523000000000003,0.879,Lobito,Angola,12.05S,13.15E
1896-10-01,21.986,0.754,Lobito,Angola,12.05S,13.15E
1896-11-01,23.294,1.239,Lobito,Angola,12.05S,13.15E
1896-12-01,24.568,1.584,Lobito,Angola,12.05S,13.15E
1897-01-01,24.725,1.893,Lobito,Angola,12.05S,13.15E
1897-02-01,25.340999999999998,0.84,Lobito,Angola,12.05S,13.15E
1897-03-01,25.871,0.836,Lobito,Angola,12.05S,13.15E
1897-04-01,26.075,0.853,Lobito,Angola,12.05S,13.15E
1897-05-01,23.935,0.7190000000000001,Lobito,Angola,12.05S,13.15E
1897-06-01,21.156999999999996,0.7809999999999999,Lobito,Angola,12.05S,13.15E
1897-07-01,20.041,0.696,Lobito,Angola,12.05S,13.15E
1897-08-01,19.877,1.5819999999999999,Lobito,Angola,12.05S,13.15E
1897-09-01,20.225,0.682,Lobito,Angola,12.05S,13.15E
1897-10-01,21.971999999999998,1.044,Lobito,Angola,12.05S,13.15E
1897-11-01,23.004,0.8909999999999999,Lobito,Angola,12.05S,13.15E
1897-12-01,23.459,0.755,Lobito,Angola,12.05S,13.15E
1898-01-01,23.894,1.643,Lobito,Angola,12.05S,13.15E
1898-02-01,24.65,1.149,Lobito,Angola,12.05S,13.15E
1898-03-01,25.686999999999998,1.138,Lobito,Angola,12.05S,13.15E
1898-04-01,26.063000000000002,1.167,Lobito,Angola,12.05S,13.15E
1898-05-01,24.026,1.173,Lobito,Angola,12.05S,13.15E
1898-06-01,21.35,1.196,Lobito,Angola,12.05S,13.15E
1898-07-01,19.338,1.213,Lobito,Angola,12.05S,13.15E
1898-08-01,18.473000000000006,1.061,Lobito,Angola,12.05S,13.15E
1898-09-01,19.622,0.98,Lobito,Angola,12.05S,13.15E
1898-10-01,21.299,0.9940000000000001,Lobito,Angola,12.05S,13.15E
1898-11-01,22.451999999999998,1.1420000000000001,Lobito,Angola,12.05S,13.15E
1898-12-01,23.829,1.391,Lobito,Angola,12.05S,13.15E
1899-01-01,24.673,1.49,Lobito,Angola,12.05S,13.15E
1899-02-01,24.888,1.2890000000000001,Lobito,Angola,12.05S,13.15E
1899-03-01,26.136999999999997,1.139,Lobito,Angola,12.05S,13.15E
1899-04-01,25.791,1.318,Lobito,Angola,12.05S,13.15E
1899-05-01,23.952,1.39,Lobito,Angola,12.05S,13.15E
1899-06-01,21.053,1.31,Lobito,Angola,12.05S,13.15E
1899-07-01,20.072,1.367,Lobito,Angola,12.05S,13.15E
1899-08-01,19.553,1.298,Lobito,Angola,12.05S,13.15E
1899-09-01,20.495,1.304,Lobito,Angola,12.05S,13.15E
1899-10-01,21.726,1.2,Lobito,Angola,12.05S,13.15E
1899-11-01,23.524,1.329,Lobito,Angola,12.05S,13.15E
1899-12-01,23.301,1.41,Lobito,Angola,12.05S,13.15E
1900-01-01,23.479,0.951,Lobito,Angola,12.05S,13.15E
1900-02-01,25.125,1.072,Lobito,Angola,12.05S,13.15E
1900-03-01,26.598000000000003,0.752,Lobito,Angola,12.05S,13.15E
1900-04-01,26.539,1.037,Lobito,Angola,12.05S,13.15E
1900-05-01,24.803,0.9520000000000001,Lobito,Angola,12.05S,13.15E
1900-06-01,20.746,1.845,Lobito,Angola,12.05S,13.15E
1900-07-01,19.718,0.996,Lobito,Angola,12.05S,13.15E
1900-08-01,19.320999999999998,0.9109999999999999,Lobito,Angola,12.05S,13.15E
1900-09-01,21.018,1.3730000000000002,Lobito,Angola,12.05S,13.15E
1900-10-01,22.146,0.7929999999999999,Lobito,Angola,12.05S,13.15E
1900-11-01,23.749,1.765,Lobito,Angola,12.05S,13.15E
1900-12-01,24.088,0.9620000000000001,Lobito,Angola,12.05S,13.15E
1901-01-01,24.531,0.982,Lobito,Angola,12.05S,13.15E
1901-02-01,25.766,1.038,Lobito,Angola,12.05S,13.15E
1901-03-01,26.45,0.7609999999999999,Lobito,Angola,12.05S,13.15E
1901-04-01,25.785999999999998,1.194,Lobito,Angola,12.05S,13.15E
1901-05-01,24.291,0.955,Lobito,Angola,12.05S,13.15E
1901-06-01,22.324,0.9620000000000001,Lobito,Angola,12.05S,13.15E
1901-07-01,20.474,1.365,Lobito,Angola,12.05S,13.15E
1901-08-01,20.014000000000006,0.898,Lobito,Angola,12.05S,13.15E
1901-09-01,20.262,0.961,Lobito,Angola,12.05S,13.15E
1901-10-01,21.539,1.114,Lobito,Angola,12.05S,13.15E
1901-11-01,22.66,1.274,Lobito,Angola,12.05S,13.15E
1901-12-01,23.518,0.769,Lobito,Angola,12.05S,13.15E
1902-01-01,23.883000000000003,1.203,Lobito,Angola,12.05S,13.15E
1902-02-01,25.104,0.669,Lobito,Angola,12.05S,13.15E
1902-03-01,26.127,0.6809999999999999,Lobito,Angola,12.05S,13.15E
1902-04-01,25.848000000000003,0.585,Lobito,Angola,12.05S,13.15E
1902-05-01,24.726999999999997,1.205,Lobito,Angola,12.05S,13.15E
1902-06-01,21.724,0.878,Lobito,Angola,12.05S,13.15E
1902-07-01,20.093,0.659,Lobito,Angola,12.05S,13.15E
1902-08-01,19.414,0.9740000000000001,Lobito,Angola,12.05S,13.15E
1902-09-01,19.837000000000003,0.745,Lobito,Angola,12.05S,13.15E
1902-10-01,21.365,0.877,Lobito,Angola,12.05S,13.15E
1902-11-01,22.995,1.043,Lobito,Angola,12.05S,13.15E
1902-12-01,24.546999999999997,1.9169999999999998,Lobito,Angola,12.05S,13.15E
1903-01-01,25.426,1.743,Lobito,Angola,12.05S,13.15E
1903-02-01,26.066999999999997,1.396,Lobito,Angola,12.05S,13.15E
1903-03-01,27.038,1.463,Lobito,Angola,12.05S,13.15E
1903-04-01,26.076,1.411,Lobito,Angola,12.05S,13.15E
1903-05-01,23.499000000000002,1.676,Lobito,Angola,12.05S,13.15E
1903-06-01,20.605,1.1,Lobito,Angola,12.05S,13.15E
1903-07-01,19.902,0.853,Lobito,Angola,12.05S,13.15E
1903-08-01,19.349,0.773,Lobito,Angola,12.05S,13.15E
1903-09-01,19.727,1.17,Lobito,Angola,12.05S,13.15E
1903-10-01,21.195999999999998,0.752,Lobito,Angola,12.05S,13.15E
1903-11-01,22.744000000000003,0.821,Lobito,Angola,12.05S,13.15E
1903-12-01,22.853,1.6909999999999998,Lobito,Angola,12.05S,13.15E
1904-01-01,23.601999999999997,0.856,Lobito,Angola,12.05S,13.15E
1904-02-01,24.108,0.82,Lobito,Angola,12.05S,13.15E
1904-03-01,25.389,0.705,Lobito,Angola,12.05S,13.15E
1904-04-01,25.427,0.8740000000000001,Lobito,Angola,12.05S,13.15E
1904-05-01,24.1,0.91,Lobito,Angola,12.05S,13.15E
1904-06-01,21.585,0.742,Lobito,Angola,12.05S,13.15E
1904-07-01,19.217,0.7,Lobito,Angola,12.05S,13.15E
1904-08-01,18.705,1.0959999999999999,Lobito,Angola,12.05S,13.15E
1904-09-01,18.817999999999998,0.929,Lobito,Angola,12.05S,13.15E
1904-10-01,20.674,0.679,Lobito,Angola,12.05S,13.15E
1904-11-01,22.984,0.7290000000000001,Lobito,Angola,12.05S,13.15E
1904-12-01,22.456,1.005,Lobito,Angola,12.05S,13.15E
1905-01-01,24.11,0.7659999999999999,Lobito,Angola,12.05S,13.15E
1905-02-01,25.246,0.8029999999999999,Lobito,Angola,12.05S,13.15E
1905-03-01,25.951999999999998,0.723,Lobito,Angola,12.05S,13.15E
1905-04-01,26.061,0.8270000000000001,Lobito,Angola,12.05S,13.15E
1905-05-01,24.21,1.183,Lobito,Angola,12.05S,13.15E
1905-06-01,20.682,1.0270000000000001,Lobito,Angola,12.05S,13.15E
1905-07-01,19.23,1.057,Lobito,Angola,12.05S,13.15E
1905-08-01,18.955,0.7240000000000001,Lobito,Angola,12.05S,13.15E
1905-09-01,19.917,0.575,Lobito,Angola,12.05S,13.15E
1905-10-01,22.211,0.784,Lobito,Angola,12.05S,13.15E
1905-11-01,23.886000000000006,0.9590000000000001,Lobito,Angola,12.05S,13.15E
1905-12-01,24.247,0.8740000000000001,Lobito,Angola,12.05S,13.15E
1906-01-01,24.941,1.148,Lobito,Angola,12.05S,13.15E
1906-02-01,24.961,1.082,Lobito,Angola,12.05S,13.15E
1906-03-01,26.253,0.77,Lobito,Angola,12.05S,13.15E
1906-04-01,25.662,0.718,Lobito,Angola,12.05S,13.15E
1906-05-01,23.734,0.83,Lobito,Angola,12.05S,13.15E
1906-06-01,20.831999999999997,0.688,Lobito,Angola,12.05S,13.15E
1906-07-01,19.281,0.833,Lobito,Angola,12.05S,13.15E
1906-08-01,18.865,1.31,Lobito,Angola,12.05S,13.15E
1906-09-01,19.849,0.608,Lobito,Angola,12.05S,13.15E
1906-10-01,21.322,0.743,Lobito,Angola,12.05S,13.15E
1906-11-01,23.006999999999998,1.169,Lobito,Angola,12.05S,13.15E
1906-12-01,23.607,1.0070000000000001,Lobito,Angola,12.05S,13.15E
1907-01-01,23.84,0.792,Lobito,Angola,12.05S,13.15E
1907-02-01,25.077,0.858,Lobito,Angola,12.05S,13.15E
1907-03-01,26.43,0.8140000000000001,Lobito,Angola,12.05S,13.15E
1907-04-01,25.272,0.7240000000000001,Lobito,Angola,12.05S,13.15E
1907-05-01,23.291,0.9159999999999999,Lobito,Angola,12.05S,13.15E
1907-06-01,20.511,1.8030000000000002,Lobito,Angola,12.05S,13.15E
1907-07-01,19.316,0.688,Lobito,Angola,12.05S,13.15E
1907-08-01,19.083,0.777,Lobito,Angola,12.05S,13.15E
1907-09-01,19.945999999999998,0.639,Lobito,Angola,12.05S,13.15E
1907-10-01,21.019,1.081,Lobito,Angola,12.05S,13.15E
1907-11-01,22.045,0.986,Lobito,Angola,12.05S,13.15E
1907-12-01,23.359,0.9940000000000001,Lobito,Angola,12.05S,13.15E
1908-01-01,23.995,0.769,Lobito,Angola,12.05S,13.15E
1908-02-01,24.513,1.034,Lobito,Angola,12.05S,13.15E
1908-03-01,25.873,1.073,Lobito,Angola,12.05S,13.15E
1908-04-01,25.224,0.99,Lobito,Angola,12.05S,13.15E
1908-05-01,24.505,0.941,Lobito,Angola,12.05S,13.15E
1908-06-01,21.138,0.8320000000000001,Lobito,Angola,12.05S,13.15E
1908-07-01,19.276,0.757,Lobito,Angola,12.05S,13.15E
1908-08-01,19.585,0.6409999999999999,Lobito,Angola,12.05S,13.15E
1908-09-01,20.371,0.698,Lobito,Angola,12.05S,13.15E
1908-10-01,21.476999999999997,0.873,Lobito,Angola,12.05S,13.15E
1908-11-01,22.619000000000003,0.9440000000000001,Lobito,Angola,12.05S,13.15E
1908-12-01,23.89,0.9490000000000001,Lobito,Angola,12.05S,13.15E
1909-01-01,23.250999999999998,0.985,Lobito,Angola,12.05S,13.15E
1909-02-01,25.21,1.056,Lobito,Angola,12.05S,13.15E
1909-03-01,26.191999999999997,1.131,Lobito,Angola,12.05S,13.15E
1909-04-01,25.593000000000004,0.9440000000000001,Lobito,Angola,12.05S,13.15E
1909-05-01,24.818,0.8690000000000001,Lobito,Angola,12.05S,13.15E
1909-06-01,22.272,0.89,Lobito,Angola,12.05S,13.15E
1909-07-01,20.357,0.7170000000000001,Lobito,Angola,12.05S,13.15E
1909-08-01,19.727999999999998,0.7190000000000001,Lobito,Angola,12.05S,13.15E
1909-09-01,20.222,0.568,Lobito,Angola,12.05S,13.15E
1909-10-01,22.019,0.995,Lobito,Angola,12.05S,13.15E
1909-11-01,23.837000000000003,0.861,Lobito,Angola,12.05S,13.15E
1909-12-01,23.750999999999998,0.938,Lobito,Angola,12.05S,13.15E
1910-01-01,24.648000000000003,1.1840000000000002,Lobito,Angola,12.05S,13.15E
1910-02-01,25.676,1.453,Lobito,Angola,12.05S,13.15E
1910-03-01,26.241999999999997,0.7959999999999999,Lobito,Angola,12.05S,13.15E
1910-04-01,25.769,0.909,Lobito,Angola,12.05S,13.15E
1910-05-01,25.29,2.725,Lobito,Angola,12.05S,13.15E
1910-06-01,22.058000000000003,0.883,Lobito,Angola,12.05S,13.15E
1910-07-01,20.207,0.738,Lobito,Angola,12.05S,13.15E
1910-08-01,20.067999999999998,0.6629999999999999,Lobito,Angola,12.05S,13.15E
1910-09-01,20.180999999999997,0.66,Lobito,Angola,12.05S,13.15E
1910-10-01,21.226999999999997,0.659,Lobito,Angola,12.05S,13.15E
1910-11-01,22.516,0.7170000000000001,Lobito,Angola,12.05S,13.15E
1910-12-01,23.255,1.4780000000000002,Lobito,Angola,12.05S,13.15E
1911-01-01,22.59,0.762,Lobito,Angola,12.05S,13.15E
1911-02-01,24.607,0.81,Lobito,Angola,12.05S,13.15E
1911-03-01,24.66,1.002,Lobito,Angola,12.05S,13.15E
1911-04-01,24.928,0.8640000000000001,Lobito,Angola,12.05S,13.15E
1911-05-01,23.931,1.306,Lobito,Angola,12.05S,13.15E
1911-06-01,21.781,2.1959999999999997,Lobito,Angola,12.05S,13.15E
1911-07-01,18.87,0.647,Lobito,Angola,12.05S,13.15E
1911-08-01,19.192,1.2209999999999999,Lobito,Angola,12.05S,13.15E
1911-09-01,19.695999999999998,1.16,Lobito,Angola,12.05S,13.15E
1911-10-01,21.552,0.5770000000000001,Lobito,Angola,12.05S,13.15E
1911-11-01,23.763,0.65,Lobito,Angola,12.05S,13.15E
1911-12-01,24.71,1.028,Lobito,Angola,12.05S,13.15E
1912-01-01,25.769,0.89,Lobito,Angola,12.05S,13.15E
1912-02-01,26.171,0.723,Lobito,Angola,12.05S,13.15E
1912-03-01,26.853,0.879,Lobito,Angola,12.05S,13.15E
1912-04-01,25.877,1.186,Lobito,Angola,12.05S,13.15E
1912-05-01,23.968000000000004,0.713,Lobito,Angola,12.05S,13.15E
1912-06-01,21.947,1.355,Lobito,Angola,12.05S,13.15E
1912-07-01,20.444000000000003,0.532,Lobito,Angola,12.05S,13.15E
1912-08-01,19.354000000000006,0.6629999999999999,Lobito,Angola,12.05S,13.15E
1912-09-01,19.072000000000006,1.3090000000000002,Lobito,Angola,12.05S,13.15E
1912-10-01,21.441999999999997,0.664,Lobito,Angola,12.05S,13.15E
1912-11-01,23.386999999999997,0.763,Lobito,Angola,12.05S,13.15E
1912-12-01,23.769,1.187,Lobito,Angola,12.05S,13.15E
1913-01-01,24.822,0.73,Lobito,Angola,12.05S,13.15E
1913-02-01,25.269000000000002,0.7609999999999999,Lobito,Angola,12.05S,13.15E
1913-03-01,26.6,0.672,Lobito,Angola,12.05S,13.15E
1913-04-01,26.105999999999998,0.601,Lobito,Angola,12.05S,13.15E
1913-05-01,25.35,0.757,Lobito,Angola,12.05S,13.15E
1913-06-01,21.699,0.662,Lobito,Angola,12.05S,13.15E
1913-07-01,20.116,0.561,Lobito,Angola,12.05S,13.15E
1913-08-01,19.680999999999997,0.5479999999999999,Lobito,Angola,12.05S,13.15E
1913-09-01,20.270000000000003,0.995,Lobito,Angola,12.05S,13.15E
1913-10-01,21.73,1.067,Lobito,Angola,12.05S,13.15E
1913-11-01,22.015,0.7659999999999999,Lobito,Angola,12.05S,13.15E
1913-12-01,23.426,0.917,Lobito,Angola,12.05S,13.15E
1914-01-01,24.865,0.809,Lobito,Angola,12.05S,13.15E
1914-02-01,25.531999999999996,0.716,Lobito,Angola,12.05S,13.15E
1914-03-01,25.901,0.7929999999999999,Lobito,Angola,12.05S,13.15E
1914-04-01,25.488000000000003,0.904,Lobito,Angola,12.05S,13.15E
1914-05-01,23.703000000000003,1.5230000000000001,Lobito,Angola,12.05S,13.15E
1914-06-01,20.654,0.6940000000000001,Lobito,Angola,12.05S,13.15E
1914-07-01,19.214000000000002,0.765,Lobito,Angola,12.05S,13.15E
1914-08-01,18.999,0.696,Lobito,Angola,12.05S,13.15E
1914-09-01,20.32,0.624,Lobito,Angola,12.05S,13.15E
1914-10-01,22.197,0.78,Lobito,Angola,12.05S,13.15E
1914-11-01,23.462000000000003,0.684,Lobito,Angola,12.05S,13.15E
1914-12-01,24.116999999999997,0.735,Lobito,Angola,12.05S,13.15E
1915-01-01,24.26,0.68,Lobito,Angola,12.05S,13.15E
1915-02-01,25.151999999999997,0.8079999999999999,Lobito,Angola,12.05S,13.15E
1915-03-01,27.07,0.687,Lobito,Angola,12.05S,13.15E
1915-04-01,25.945999999999998,0.847,Lobito,Angola,12.05S,13.15E
1915-05-01,23.957,0.8290000000000001,Lobito,Angola,12.05S,13.15E
1915-06-01,20.95,0.6890000000000001,Lobito,Angola,12.05S,13.15E
1915-07-01,18.863,0.836,Lobito,Angola,12.05S,13.15E
1915-08-01,19.072000000000006,0.6509999999999999,Lobito,Angola,12.05S,13.15E
1915-09-01,20.115,0.628,Lobito,Angola,12.05S,13.15E
1915-10-01,22.221,0.607,Lobito,Angola,12.05S,13.15E
1915-11-01,23.92,0.657,Lobito,Angola,12.05S,13.15E
1915-12-01,24.414,0.743,Lobito,Angola,12.05S,13.15E
1916-01-01,25.581999999999997,0.40700000000000003,Lobito,Angola,12.05S,13.15E
1916-02-01,26.462,0.665,Lobito,Angola,12.05S,13.15E
1916-03-01,27.506999999999998,1.5030000000000001,Lobito,Angola,12.05S,13.15E
1916-04-01,26.409000000000002,0.8640000000000001,Lobito,Angola,12.05S,13.15E
1916-05-01,24.247,0.813,Lobito,Angola,12.05S,13.15E
1916-06-01,21.825,0.568,Lobito,Angola,12.05S,13.15E
1916-07-01,20.287,0.662,Lobito,Angola,12.05S,13.15E
1916-08-01,19.142000000000003,0.628,Lobito,Angola,12.05S,13.15E
1916-09-01,19.958,0.895,Lobito,Angola,12.05S,13.15E
1916-10-01,22.378,0.522,Lobito,Angola,12.05S,13.15E
1916-11-01,23.531,0.48,Lobito,Angola,12.05S,13.15E
1916-12-01,24.664,0.581,Lobito,Angola,12.05S,13.15E
1917-01-01,25.302,0.8640000000000001,Lobito,Angola,12.05S,13.15E
1917-02-01,26.151,0.747,Lobito,Angola,12.05S,13.15E
1917-03-01,27.151999999999997,2.2119999999999997,Lobito,Angola,12.05S,13.15E
1917-04-01,27.232,3.0060000000000002,Lobito,Angola,12.05S,13.15E
1917-05-01,25.268,0.423,Lobito,Angola,12.05S,13.15E
1917-06-01,22.197,1.391,Lobito,Angola,12.05S,13.15E
1917-07-01,20.546999999999997,1.443,Lobito,Angola,12.05S,13.15E
