03,0.217,Kasugai,Japan,34.56N,136.22E
1946-07-01,33.302,0.22899999999999998,Kasur,Pakistan,31.35N,73.51E
1946-08-01,32.131,0.17800000000000002,Kasur,Pakistan,31.35N,73.51E
1946-09-01,30.597,0.196,Kasur,Pakistan,31.35N,73.51E
1946-10-01,26.664,0.203,Kasur,Pakistan,31.35N,73.51E
1946-11-01,18.111,0.213,Kasur,Pakistan,31.35N,73.51E
1946-12-01,11.767999999999999,0.3,Kasur,Pakistan,31.35N,73.51E
1947-01-01,11.734000000000002,0.163,Kasur,Pakistan,31.35N,73.51E
1947-02-01,15.259,0.452,Kasur,Pakistan,31.35N,73.51E
1947-03-01,21.878,0.203,Kasur,Pakistan,31.35N,73.51E
1947-04-01,28.371,0.271,Kasur,Pakistan,31.35N,73.51E
1947-05-01,33.486,0.555,Kasur,Pakistan,31.35N,73.51E
1947-06-01,36.346,0.299,Kasur,Pakistan,31.35N,73.51E
1947-07-01,34.756,0.524,Kasur,Pakistan,31.35N,73.51E
1947-08-01,32.225,0.485,Kasur,Pakistan,31.35N,73.51E
1947-09-01,30.074,0.418,Kasur,Pakistan,31.35N,73.51E
1947-10-01,25.164,0.251,Kasur,Pakistan,31.35N,73.51E
1947-11-01,20.786,0.504,Kasur,Pakistan,31.35N,73.51E
1947-12-01,13.849,0.255,Kasur,Pakistan,31.35N,73.51E
1948-01-01,13.105,0.386,Kasur,Pakistan,31.35N,73.51E
1948-02-01,14.576,0.32799999999999996,Kasur,Pakistan,31.35N,73.51E
1948-03-01,19.361,0.342,Kasur,Pakistan,31.35N,73.51E
1948-04-01,27.491999999999997,0.24600000000000002,Kasur,Pakistan,31.35N,73.51E
1948-05-01,33.263000000000005,0.132,Kasur,Pakistan,31.35N,73.51E
1948-06-01,33.729000000000006,0.261,Kasur,Pakistan,31.35N,73.51E
1948-07-01,32.706,0.28300000000000003,Kasur,Pakistan,31.35N,73.51E
1948-08-01,30.729,0.203,Kasur,Pakistan,31.35N,73.51E
1948-09-01,30.433000000000003,0.337,Kasur,Pakistan,31.35N,73.51E
1948-10-01,26.250999999999998,0.19899999999999998,Kasur,Pakistan,31.35N,73.51E
1948-11-01,17.65,0.184,Kasur,Pakistan,31.35N,73.51E
1948-12-01,13.216,0.293,Kasur,Pakistan,31.35N,73.51E
1949-01-01,13.157,0.272,Kasur,Pakistan,31.35N,73.51E
1949-02-01,13.952,0.282,Kasur,Pakistan,31.35N,73.51E
1949-03-01,20.097,0.273,Kasur,Pakistan,31.35N,73.51E
1949-04-01,27.921,0.193,Kasur,Pakistan,31.35N,73.51E
1949-05-01,34.095,0.165,Kasur,Pakistan,31.35N,73.51E
1949-06-01,33.039,0.23399999999999999,Kasur,Pakistan,31.35N,73.51E
1949-07-01,31.698,0.23399999999999999,Kasur,Pakistan,31.35N,73.51E
1949-08-01,31.375999999999998,0.377,Kasur,Pakistan,31.35N,73.51E
1949-09-01,31.654,0.287,Kasur,Pakistan,31.35N,73.51E
1949-10-01,24.601,0.295,Kasur,Pakistan,31.35N,73.51E
1949-11-01,17.282999999999998,0.265,Kasur,Pakistan,31.35N,73.51E
1949-12-01,12.555,0.287,Kasur,Pakistan,31.35N,73.51E
1950-01-01,12.574000000000002,0.325,Kasur,Pakistan,31.35N,73.51E
1950-02-01,12.322000000000001,0.293,Kasur,Pakistan,31.35N,73.51E
1950-03-01,18.326,0.261,Kasur,Pakistan,31.35N,73.51E
1950-04-01,23.987,0.218,Kasur,Pakistan,31.35N,73.51E
1950-05-01,32.064,0.251,Kasur,Pakistan,31.35N,73.51E
1950-06-01,34.992000000000004,0.345,Kasur,Pakistan,31.35N,73.51E
1950-07-01,31.778000000000002,0.214,Kasur,Pakistan,31.35N,73.51E
1950-08-01,30.916999999999998,0.43700000000000006,Kasur,Pakistan,31.35N,73.51E
1950-09-01,28.046999999999997,0.19699999999999998,Kasur,Pakistan,31.35N,73.51E
1950-10-01,24.601999999999997,0.24,Kasur,Pakistan,31.35N,73.51E
1950-11-01,17.726,0.349,Kasur,Pakistan,31.35N,73.51E
1950-12-01,11.286,0.188,Kasur,Pakistan,31.35N,73.51E
1951-01-01,11.761,0.381,Kasur,Pakistan,31.35N,73.51E
1951-02-01,14.2,0.261,Kasur,Pakistan,31.35N,73.51E
1951-03-01,19.487,0.7,Kasur,Pakistan,31.35N,73.51E
1951-04-01,23.573,0.215,Kasur,Pakistan,31.35N,73.51E
1951-05-01,30.739,0.27,Kasur,Pakistan,31.35N,73.51E
1951-06-01,33.529,0.434,Kasur,Pakistan,31.35N,73.51E
1951-07-01,32.861999999999995,0.5329999999999999,Kasur,Pakistan,31.35N,73.51E
1951-08-01,31.365,0.244,Kasur,Pakistan,31.35N,73.51E
1951-09-01,31.105,0.335,Kasur,Pakistan,31.35N,73.51E
1951-10-01,28.337,0.34600000000000003,Kasur,Pakistan,31.35N,73.51E
1951-11-01,20.11,0.439,Kasur,Pakistan,31.35N,73.51E
1951-12-01,14.355,0.237,Kasur,Pakistan,31.35N,73.51E
1952-01-01,13.06,0.451,Kasur,Pakistan,31.35N,73.51E
1952-02-01,16.326,0.309,Kasur,Pakistan,31.35N,73.51E
1952-03-01,19.679,0.337,Kasur,Pakistan,31.35N,73.51E
1952-04-01,28.005,0.5529999999999999,Kasur,Pakistan,31.35N,73.51E
1952-05-01,32.161,0.257,Kasur,Pakistan,31.35N,73.51E
1952-06-01,34.053000000000004,0.228,Kasur,Pakistan,31.35N,73.51E
1952-07-01,31.79,0.363,Kasur,Pakistan,31.35N,73.51E
1952-08-01,31.256999999999998,0.27,Kasur,Pakistan,31.35N,73.51E
1952-09-01,30.643,0.287,Kasur,Pakistan,31.35N,73.51E
1952-10-01,25.77,0.313,Kasur,Pakistan,31.35N,73.51E
1952-11-01,19.176,0.43799999999999994,Kasur,Pakistan,31.35N,73.51E
1952-12-01,13.411,0.253,Kasur,Pakistan,31.35N,73.51E
1953-01-01,11.918,0.281,Kasur,Pakistan,31.35N,73.51E
1953-02-01,16.797,0.268,Kasur,Pakistan,31.35N,73.51E
1953-03-01,23.343000000000004,0.534,Kasur,Pakistan,31.35N,73.51E
1953-04-01,27.236,0.36,Kasur,Pakistan,31.35N,73.51E
1953-05-01,32.626,0.293,Kasur,Pakistan,31.35N,73.51E
1953-06-01,34.486999999999995,0.39399999999999996,Kasur,Pakistan,31.35N,73.51E
1953-07-01,32.558,0.18899999999999997,Kasur,Pakistan,31.35N,73.51E
1953-08-01,30.836,0.312,Kasur,Pakistan,31.35N,73.51E
1953-09-01,29.279,0.49200000000000005,Kasur,Pakistan,31.35N,73.51E
1953-10-01,25.261,0.14300000000000002,Kasur,Pakistan,31.35N,73.51E
1953-11-01,18.781,0.242,Kasur,Pakistan,31.35N,73.51E
1953-12-01,16.240000000000002,0.166,Kasur,Pakistan,31.35N,73.51E
1954-01-01,11.329,0.34700000000000003,Kasur,Pakistan,31.35N,73.51E
1954-02-01,15.033,0.271,Kasur,Pakistan,31.35N,73.51E
1954-03-01,20.285999999999998,0.23800000000000002,Kasur,Pakistan,31.35N,73.51E
1954-04-01,26.613000000000003,0.426,Kasur,Pakistan,31.35N,73.51E
1954-05-01,32.805,0.217,Kasur,Pakistan,31.35N,73.51E
1954-06-01,34.593,0.547,Kasur,Pakistan,31.35N,73.51E
1954-07-01,32.666,0.41200000000000003,Kasur,Pakistan,31.35N,73.51E
1954-08-01,32.94,0.40299999999999997,Kasur,Pakistan,31.35N,73.51E
1954-09-01,30.183000000000003,0.17300000000000001,Kasur,Pakistan,31.35N,73.51E
1954-10-01,23.705,0.317,Kasur,Pakistan,31.35N,73.51E
1954-11-01,18.794,0.175,Kasur,Pakistan,31.35N,73.51E
1954-12-01,13.219,0.18100000000000002,Kasur,Pakistan,31.35N,73.51E
1955-01-01,11.83,0.373,Kasur,Pakistan,31.35N,73.51E
1955-02-01,16.253,0.33399999999999996,Kasur,Pakistan,31.35N,73.51E
1955-03-01,22.041,0.3,Kasur,Pakistan,31.35N,73.51E
1955-04-01,24.726,0.218,Kasur,Pakistan,31.35N,73.51E
1955-05-01,28.681,0.425,Kasur,Pakistan,31.35N,73.51E
1955-06-01,35.015,0.294,Kasur,Pakistan,31.35N,73.51E
1955-07-01,32.944,0.415,Kasur,Pakistan,31.35N,73.51E
1955-08-01,30.918000000000003,0.182,Kasur,Pakistan,31.35N,73.51E
1955-09-01,29.82,0.253,Kasur,Pakistan,31.35N,73.51E
1955-10-01,24.204,0.355,Kasur,Pakistan,31.35N,73.51E
1955-11-01,18.869,0.2,Kasur,Pakistan,31.35N,73.51E
1955-12-01,14.001,0.266,Kasur,Pakistan,31.35N,73.51E
1956-01-01,12.207,0.266,Kasur,Pakistan,31.35N,73.51E
1956-02-01,15.587,0.305,Kasur,Pakistan,31.35N,73.51E
1956-03-01,19.852,0.35600000000000004,Kasur,Pakistan,31.35N,73.51E
1956-04-01,26.735,0.245,Kasur,Pakistan,31.35N,73.51E
1956-05-01,34.289,0.45899999999999996,Kasur,Pakistan,31.35N,73.51E
1956-06-01,33.813,0.226,Kasur,Pakistan,31.35N,73.51E
1956-07-01,30.555,0.299,Kasur,Pakistan,31.35N,73.51E
1956-08-01,30.291,0.308,Kasur,Pakistan,31.35N,73.51E
1956-09-01,30.899,0.387,Kasur,Pakistan,31.35N,73.51E
1956-10-01,24.245,0.23399999999999999,Kasur,Pakistan,31.35N,73.51E
1956-11-01,18.103,0.38,Kasur,Pakistan,31.35N,73.51E
1956-12-01,13.735,0.314,Kasur,Pakistan,31.35N,73.51E
1957-01-01,11.37,0.35200000000000004,Kasur,Pakistan,31.35N,73.51E
1957-02-01,13.644,0.376,Kasur,Pakistan,31.35N,73.51E
1957-03-01,19.451,0.257,Kasur,Pakistan,31.35N,73.51E
1957-04-01,23.881,0.348,Kasur,Pakistan,31.35N,73.51E
1957-05-01,28.498,0.299,Kasur,Pakistan,31.35N,73.51E
1957-06-01,33.121,0.578,Kasur,Pakistan,31.35N,73.51E
1957-07-01,33.549,0.49,Kasur,Pakistan,31.35N,73.51E
1957-08-01,30.835,0.588,Kasur,Pakistan,31.35N,73.51E
1957-09-01,29.504,0.342,Kasur,Pakistan,31.35N,73.51E
1957-10-01,25.272,0.43799999999999994,Kasur,Pakistan,31.35N,73.51E
1957-11-01,18.728,0.389,Kasur,Pakistan,31.35N,73.51E
1957-12-01,13.530999999999999,0.281,Kasur,Pakistan,31.35N,73.51E
1958-01-01,13.890999999999998,0.439,Kasur,Pakistan,31.35N,73.51E
1958-02-01,15.125,0.408,Kasur,Pakistan,31.35N,73.51E
1958-03-01,21.127,0.331,Kasur,Pakistan,31.35N,73.51E
1958-04-01,28.88,0.19899999999999998,Kasur,Pakistan,31.35N,73.51E
1958-05-01,31.126,0.304,Kasur,Pakistan,31.35N,73.51E
1958-06-01,34.602000000000004,0.517,Kasur,Pakistan,31.35N,73.51E
1958-07-01,32.571,0.38299999999999995,Kasur,Pakistan,31.35N,73.51E
1958-08-01,31.648000000000003,0.43,Kasur,Pakistan,31.35N,73.51E
1958-09-01,29.043000000000003,0.354,Kasur,Pakistan,31.35N,73.51E
1958-10-01,25.234,0.251,Kasur,Pakistan,31.35N,73.51E
1958-11-01,18.871,0.377,Kasur,Pakistan,31.35N,73.51E
1958-12-01,14.220999999999998,0.305,Kasur,Pakistan,31.35N,73.51E
1959-01-01,11.909,0.262,Kasur,Pakistan,31.35N,73.51E
1959-02-01,13.505,0.17800000000000002,Kasur,Pakistan,31.35N,73.51E
1959-03-01,21.247,0.278,Kasur,Pakistan,31.35N,73.51E
1959-04-01,26.552,0.28800000000000003,Kasur,Pakistan,31.35N,73.51E
1959-05-01,30.633000000000003,0.163,Kasur,Pakistan,31.35N,73.51E
1959-06-01,35.18,0.268,Kasur,Pakistan,31.35N,73.51E
1959-07-01,31.567,0.289,Kasur,Pakistan,31.35N,73.51E
1959-08-01,31.264,0.185,Kasur,Pakistan,31.35N,73.51E
1959-09-01,30.255,0.395,Kasur,Pakistan,31.35N,73.51E
1959-10-01,26.822000000000006,0.304,Kasur,Pakistan,31.35N,73.51E
1959-11-01,18.782,0.305,Kasur,Pakistan,31.35N,73.51E
1959-12-01,13.755999999999998,0.217,Kasur,Pakistan,31.35N,73.51E
1960-01-01,11.565999999999999,0.408,Kasur,Pakistan,31.35N,73.51E
1960-02-01,17.864,0.306,Kasur,Pakistan,31.35N,73.51E
1960-03-01,19.014,0.371,Kasur,Pakistan,31.35N,73.51E
1960-04-01,24.26,0.342,Kasur,Pakistan,31.35N,73.51E
1960-05-01,31.36,0.616,Kasur,Pakistan,31.35N,73.51E
1960-06-01,34.779,0.405,Kasur,Pakistan,31.35N,73.51E
1960-07-01,32.264,0.249,Kasur,Pakistan,31.35N,73.51E
1960-08-01,32.162,0.528,Kasur,Pakistan,31.35N,73.51E
1960-09-01,30.951,0.156,Kasur,Pakistan,31.35N,73.51E
1960-10-01,25.526,0.192,Kasur,Pakistan,31.35N,73.51E
1960-11-01,18.394000000000002,0.295,Kasur,Pakistan,31.35N,73.51E
1960-12-01,13.225,0.146,Kasur,Pakistan,31.35N,73.51E
1961-01-01,12.744000000000002,0.35100000000000003,Kasur,Pakistan,31.35N,73.51E
1961-02-01,12.912,0.255,Kasur,Pakistan,31.35N,73.51E
1961-03-01,20.338,0.32899999999999996,Kasur,Pakistan,31.35N,73.51E
1961-04-01,25.221999999999998,0.42700000000000005,Kasur,Pakistan,31.35N,73.51E
1961-05-01,31.237,0.423,Kasur,Pakistan,31.35N,73.51E
1961-06-01,34.159000000000006,0.436,Kasur,Pakistan,31.35N,73.51E
1961-07-01,32.501999999999995,0.355,Kasur,Pakistan,31.35N,73.51E
1961-08-01,31.441999999999997,0.159,Kasur,Pakistan,31.35N,73.51E
1961-09-01,30.779,0.138,Kasur,Pakistan,31.35N,73.51E
1961-10-01,25.023000000000003,0.26899999999999996,Kasur,Pakistan,31.35N,73.51E
1961-11-01,17.144000000000002,0.19899999999999998,Kasur,Pakistan,31.35N,73.51E
1961-12-01,11.979,0.27399999999999997,Kasur,Pakistan,31.35N,73.51E
1962-01-01,11.557,0.23800000000000002,Kasur,Pakistan,31.35N,73.51E
1962-02-01,15.458,0.308,Kasur,Pakistan,31.35N,73.51E
1962-03-01,19.959,0.268,Kasur,Pakistan,31.35N,73.51E
1962-04-01,26.929000000000002,0.418,Kasur,Pakistan,31.35N,73.51E
1962-05-01,31.163,0.237,Kasur,Pakistan,31.35N,73.51E
1962-06-01,34.439,0.389,Kasur,Pakistan,31.35N,73.51E
1962-07-01,32.919999999999995,0.302,Kasur,Pakistan,31.35N,73.51E
1962-08-01,31.686999999999998,0.38,Kasur,Pakistan,31.35N,73.51E
1962-09-01,28.732,0.32899999999999996,Kasur,Pakistan,31.35N,73.51E
1962-10-01,24.451,0.302,Kasur,Pakistan,31.35N,73.51E
1962-11-01,18.097,0.252,Kasur,Pakistan,31.35N,73.51E
1962-12-01,12.693,0.265,Kasur,Pakistan,31.35N,73.51E
1963-01-01,11.859000000000002,0.5329999999999999,Kasur,Pakistan,31.35N,73.51E
1963-02-01,17.02,0.22,Kasur,Pakistan,31.35N,73.51E
1963-03-01,19.935,0.359,Kasur,Pakistan,31.35N,73.51E
1963-04-01,25.61,0.242,Kasur,Pakistan,31.35N,73.51E
1963-05-01,29.563000000000002,0.273,Kasur,Pakistan,31.35N,73.51E
1963-06-01,34.918000000000006,0.35,Kasur,Pakistan,31.35N,73.51E
1963-07-01,33.757,0.35100000000000003,Kasur,Pakistan,31.35N,73.51E
1963-08-01,31.798000000000002,0.228,Kasur,Pakistan,31.35N,73.51E
1963-09-01,29.876,0.20800000000000002,Kasur,Pakistan,31.35N,73.51E
1963-10-01,26.753,0.14800000000000002,Kasur,Pakistan,31.35N,73.51E
1963-11-01,19.584,0.27899999999999997,Kasur,Pakistan,31.35N,73.51E
1963-12-01,13.612,0.40299999999999997,Kasur,Pakistan,31.35N,73.51E
1964-01-01,9.863999999999999,0.24600000000000002,Kasur,Pakistan,31.35N,73.51E
1964-02-01,14.326,0.17800000000000002,Kasur,Pakistan,31.35N,73.51E
1964-03-01,22.041999999999998,0.20800000000000002,Kasur,Pakistan,31.35N,73.51E
1964-04-01,27.099,0.145,Kasur,Pakistan,31.35N,73.51E
1964-05-01,30.234,0.34,Kasur,Pakistan,31.35N,73.51E
1964-06-01,33.917,0.298,Kasur,Pakistan,31.35N,73.51E
1964-07-01,31.311,0.205,Kasur,Pakistan,31.35N,73.51E
1964-08-01,31.424,0.589,Kasur,Pakistan,31.35N,73.51E
1964-09-01,29.661,0.233,Kasur,Pakistan,31.35N,73.51E
1964-10-01,24.761999999999997,0.49,Kasur,Pakistan,31.35N,73.51E
1964-11-01,17.752,0.154,Kasur,Pakistan,31.35N,73.51E
1964-12-01,12.946,0.185,Kasur,Pakistan,31.35N,73.51E
1965-01-01,14.035,0.18600000000000003,Kasur,Pakistan,31.35N,73.51E
1965-02-01,14.795,0.262,Kasur,Pakistan,31.35N,73.51E
1965-03-01,19.86,0.478,Kasur,Pakistan,31.35N,73.51E
1965-04-01,23.083000000000002,0.289,Kasur,Pakistan,31.35N,73.51E
1965-05-01,29.08,0.33299999999999996,Kasur,Pakistan,31.35N,73.51E
1965-06-01,34.312000000000005,0.63,Kasur,Pakistan,31.35N,73.51E
1965-07-01,32.038000000000004,0.28800000000000003,Kasur,Pakistan,31.35N,73.51E
1965-08-01,30.862,0.165,Kasur,Pakistan,31.35N,73.51E
1965-09-01,30.33,0.113,Kasur,Pakistan,31.35N,73.51E
1965-10-01,26.351,0.439,Kasur,Pakistan,31.35N,73.51E
1965-11-01,20.407,0.409,Kasur,Pakistan,31.35N,73.51E
1965-12-01,12.714,0.24600000000000002,Kasur,Pakistan,31.35N,73.51E
1966-01-01,13.338,0.168,Kasur,Pakistan,31.35N,73.51E
1966-02-01,17.201,0.374,Kasur,Pakistan,31.35N,73.51E
1966-03-01,20.46,0.385,Kasur,Pakistan,31.35N,73.51E
1966-04-01,24.943,0.295,Kasur,Pakistan,31.35N,73.51E
1966-05-01,30.71,0.593,Kasur,Pakistan,31.35N,73.51E
1966-06-01,33.693000000000005,0.226,Kasur,Pakistan,31.35N,73.51E
1966-07-01,32.193000000000005,0.258,Kasur,Pakistan,31.35N,73.51E
1966-08-01,31.526,0.237,Kasur,Pakistan,31.35N,73.51E
1966-09-01,28.698,0.722,Kasur,Pakistan,31.35N,73.51E
1966-10-01,25.053,0.444,Kasur,Pakistan,31.35N,73.51E
1966-11-01,17.814,0.272,Kasur,Pakistan,31.35N,73.51E
1966-12-01,12.245999999999999,0.18600000000000003,Kasur,Pakistan,31.35N,73.51E
1967-01-01,11.133,0.21100000000000002,Kasur,Pakistan,31.35N,73.51E
1967-02-01,16.660999999999998,0.308,Kasur,Pakistan,31.35N,73.51E
1967-03-01,19.081,0.32899999999999996,Kasur,Pakistan,31.35N,73.51E
1967-04-01,25.055999999999997,0.31,Kasur,Pakistan,31.35N,73.51E
1967-05-01,30.107,0.34299999999999997,Kasur,Pakistan,31.35N,73.51E
1967-06-01,34.689,0.455,Kasur,Pakistan,31.35N,73.51E
1967-07-01,32.753,0.242,Kasur,Pakistan,31.35N,73.51E
1967-08-01,31.011999999999997,0.32899999999999996,Kasur,Pakistan,31.35N,73.51E
1967-09-01,30.119,0.295,Kasur,Pakistan,31.35N,73.51E
1967-10-01,24.419,0.368,Kasur,Pakistan,31.35N,73.51E
1967-11-01,18.774,0.21600000000000003,Kasur,Pakistan,31.35N,73.51E
1967-12-01,13.174000000000001,0.418,Kasur,Pakistan,31.35N,73.51E
1968-01-01,10.977,0.281,Kasur,Pakistan,31.35N,73.51E
1968-02-01,12.983,0.27,Kasur,Pakistan,31.35N,73.51E
1968-03-01,20.065,0.141,Kasur,Pakistan,31.35N,73.51E
1968-04-01,26.073,0.272,Kasur,Pakistan,31.35N,73.51E
1968-05-01,29.607,0.306,Kasur,Pakistan,31.35N,73.51E
1968-06-01,34.64700000000001,0.325,Kasur,Pakistan,31.35N,73.51E
1968-07-01,32.253,0.24600000000000002,Kasur,Pakistan,31.35N,73.51E
1968-08-01,31.495,0.434,Kasur,Pakistan,31.35N,73.51E
1968-09-01,31.201,0.293,Kasur,Pakistan,31.35N,73.51E
1968-10-01,24.659,0.19,Kasur,Pakistan,31.35N,73.51E
1968-11-01,19.077,0.27,Kasur,Pakistan,31.35N,73.51E
1968-12-01,13.615,0.239,Kasur,Pakistan,31.35N,73.51E
1969-01-01,12.27,0.139,Kasur,Pakistan,31.35N,73.51E
1969-02-01,14.932,0.28800000000000003,Kasur,Pakistan,31.35N,73.51E
1969-03-01,22.75,0.155,Kasur,Pakistan,31.35N,73.51E
1969-04-01,25.498,0.368,Kasur,Pakistan,31.35N,73.51E
1969-05-01,29.715,0.33,Kasur,Pakistan,31.35N,73.51E
1969-06-01,35.016999999999996,0.271,Kasur,Pakistan,31.35N,73.51E
1969-07-01,33.059,0.252,Kasur,Pakistan,31.35N,73.51E
1969-08-01,31.697,0.257,Kasur,Pakistan,31.35N,73.51E
1969-09-01,30.077,0.20800000000000002,Kasur,Pakistan,31.35N,73.51E
1969-10-01,26.389,0.14400000000000002,Kasur,Pakistan,31.35N,73.51E
1969-11-01,20.14,0.172,Kasur,Pakistan,31.35N,73.51E
1969-12-01,14.399,0.278,Kasur,Pakistan,31.35N,73.51E
1970-01-01,12.644,0.263,Kasur,Pakistan,31.35N,73.51E
1970-02-01,14.853,0.228,Kasur,Pakistan,31.35N,73.51E
1970-03-01,19.688,0.26899999999999996,Kasur,Pakistan,31.35N,73.51E
1970-04-01,28.044,0.368,Kasur,Pakistan,31.35N,73.51E
1970-05-01,32.745,0.375,Kasur,Pakistan,31.35N,73.51E
1970-06-01,34.134,0.45899999999999996,Kasur,Pakistan,31.35N,73.51E
1970-07-01,33.410999999999994,0.564,Kasur,Pakistan,31.35N,73.51E
1970-08-01,31.535,0.255,Kasur,Pakistan,31.35N,73.51E
1970-09-01,30.399,0.322,Kasur,Pakistan,31.35N,73.51E
1970-10-01,26.451999999999998,0.261,Kasur,Pakistan,31.35N,73.51E
1970-11-01,18.571,0.096,Kasur,Pakistan,31.35N,73.51E
1970-12-01,14.038,0.244,Kasur,Pakistan,31.35N,73.51E
1971-01-01,11.462,0.298,Kasur,Pakistan,31.35N,73.51E
1971-02-01,15.407,0.391,Kasur,Pakistan,31.35N,73.51E
1971-03-01,21.045,0.18899999999999997,Kasur,Pakistan,31.35N,73.51E
1971-04-01,27.958000000000002,0.466,Kasur,Pakistan,31.35N,73.51E
1971-05-01,31.308000000000003,0.384,Kasur,Pakistan,31.35N,73.51E
1971-06-01,34.027,0.22699999999999998,Kasur,Pakistan,31.35N,73.51E
1971-07-01,31.76,0.275,Kasur,Pakistan,31.35N,73.51E
1971-08-01,31.256999999999998,0.391,Kasur,Pakistan,31.35N,73.51E
1971-09-01,29.241999999999997,0.21899999999999997,Kasur,Pakistan,31.35N,73.51E
1971-10-01,25.378,0.21600000000000003,Kasur,Pakistan,31.35N,73.51E
1971-11-01,19.606,0.20600000000000002,Kasur,Pakistan,31.35N,73.51E
1971-12-01,14.414000000000001,0.158,Kasur,Pakistan,31.35N,73.51E
1972-01-01,12.523,0.349,Kasur,Pakistan,31.35N,73.51E
1972-02-01,12.421,0.228,Kasur,Pakistan,31.35N,73.51E
1972-03-01,20.784000000000002,0.316,Kasur,Pakistan,31.35N,73.51E
1972-04-01,25.28,0.41100000000000003,Kasur,Pakistan,31.35N,73.51E
1972-05-01,31.571,0.38,Kasur,Pakistan,31.35N,73.51E
1972-06-01,34.711999999999996,0.317,Kasur,Pakistan,31.35N,73.51E
1972-07-01,32.602,0.47700000000000004,Kasur,Pakistan,31.35N,73.51E
1972-08-01,31.226999999999997,0.313,Kasur,Pakistan,31.35N,73.51E
1972-09-01,29.222,0.174,Kasur,Pakistan,31.35N,73.51E
1972-10-01,24.538,0.354,Kasur,Pakistan,31.35N,73.51E
1972-11-01,19.734,0.28600000000000003,Kasur,Pakistan,31.35N,73.51E
1972-12-01,14.145,0.41700000000000004,Kasur,Pakistan,31.35N,73.51E
1973-01-01,11.897,0.38799999999999996,Kasur,Pakistan,31.35N,73.51E
1973-02-01,16.078,0.365,Kasur,Pakistan,31.35N,73.51E
1973-03-01,19.656,0.27899999999999997,Kasur,Pakistan,31.35N,73.51E
1973-04-01,27.837,0.171,Kasur,Pakistan,31.35N,73.51E
1973-05-01,32.321,0.27899999999999997,Kasur,Pakistan,31.35N,73.51E
1973-06-01,34.857,0.311,Kasur,Pakistan,31.35N,73.51E
1973-07-01,32.14,0.452,Kasur,Pakistan,31.35N,73.51E
1973-08-01,30.433000000000003,0.71,Kasur,Pakistan,31.35N,73.51E
1973-09-01,30.956999999999997,0.251,Kasur,Pakistan,31.35N,73.51E
1973-10-01,25.045,0.409,Kasur,Pakistan,31.35N,73.51E
1973-11-01,18.831,0.26899999999999996,Kasur,Pakistan,31.35N,73.51E
1973-12-01,11.992,0.319,Kasur,Pakistan,31.35N,73.51E
1974-01-01,11.879000000000001,0.5379999999999999,Kasur,Pakistan,31.35N,73.51E
1974-02-01,13.315,0.541,Kasur,Pakistan,31.35N,73.51E
1974-03-01,21.857,0.24,Kasur,Pakistan,31.35N,73.51E
1974-04-01,28.160999999999998,0.154,Kasur,Pakistan,31.35N,73.51E
1974-05-01,31.421,0.239,Kasur,Pakistan,31.35N,73.51E
1974-06-01,32.696999999999996,0.7140000000000001,Kasur,Pakistan,31.35N,73.51E
1974-07-01,32.227999999999994,0.369,Kasur,Pakistan,31.35N,73.51E
1974-08-01,32.082,0.48700000000000004,Kasur,Pakistan,31.35N,73.51E
1974-09-01,30.848000000000003,0.46799999999999997,Kasur,Pakistan,31.35N,73.51E
1974-10-01,24.54,0.485,Kasur,Pakistan,31.35N,73.51E
1974-11-01,18.437,0.349,Kasur,Pakistan,31.35N,73.51E
1974-12-01,12.267000000000001,0.262,Kasur,Pakistan,31.35N,73.51E
1975-01-01,11.625,0.294,Kasur,Pakistan,31.35N,73.51E
1975-02-01,13.236,0.332,Kasur,Pakistan,31.35N,73.51E
1975-03-01,19.115,0.21100000000000002,Kasur,Pakistan,31.35N,73.51E
1975-04-01,25.968000000000004,0.475,Kasur,Pakistan,31.35N,73.51E
1975-05-01,31.709,0.48100000000000004,Kasur,Pakistan,31.35N,73.51E
1975-06-01,33.126999999999995,0.535,Kasur,Pakistan,31.35N,73.51E
1975-07-01,30.924,0.24100000000000002,Kasur,Pakistan,31.35N,73.51E
1975-08-01,31.033,0.19,Kasur,Pakistan,31.35N,73.51E
1975-09-01,29.122,0.278,Kasur,Pakistan,31.35N,73.51E
1975-10-01,25.87,0.33899999999999997,Kasur,Pakistan,31.35N,73.51E
1975-11-01,17.878999999999994,0.387,Kasur,Pakistan,31.35N,73.51E
1975-12-01,14.118,0.38,Kasur,Pakistan,31.35N,73.51E
1976-01-01,12.664000000000001,0.527,Kasur,Pakistan,31.35N,73.51E
1976-02-01,14.819,0.256,Kasur,Pakistan,31.35N,73.51E
1976-03-01,18.797,0.406,Kasur,Pakistan,31.35N,73.51E
1976-04-01,25.502,0.09699999999999999,Kasur,Pakistan,31.35N,73.51E
1976-05-01,31.684,0.39399999999999996,Kasur,Pakistan,31.35N,73.51E
1976-06-01,32.599000000000004,0.373,Kasur,Pakistan,31.35N,73.51E
1976-07-01,32.404999999999994,0.174,Kasur,Pakistan,31.35N,73.51E
1976-08-01,29.526999999999997,0.249,Kasur,Pakistan,31.35N,73.51E
1976-09-01,29.163,0.48,Kasur,Pakistan,31.35N,73.51E
1976-10-01,25.625,0.138,Kasur,Pakistan,31.35N,73.51E
1976-11-01,18.997,0.638,Kasur,Pakistan,31.35N,73.51E
