eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
1.97104E+11,1971,4,3,,0,,217,United States,1,North America,Georgia,Sylvester,31.530345,-83.835349,1,0,Thrown through rear window,"4/3/1971: Unknown perpetrators mistakenly threw two Molotov cocktails into an office next door to the Worth County Selective Service office in Sylvester, Georgia, United States.  There were no casualties but the firebomb caused $8,000 in damage.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21,Government Building/Facility/Office,Selective Service,"Worth County Selective Service Office, Sylvester Georgia",217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest and sabotage the draft,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Two Molotov cocktails,0,0,0,0,0,0,1,3,Minor (likely < $1 million),8000,Furniture damaged,0,,,,,,,0,,,,,,,,,The police were confident that the firebomb was intended for the Selective Service office.,"""Georgia News Briefs,"" Rome News-Tribune, April 6, 1971.",,,Hewitt Project,-9,-9,0,-9,
1.97104E+11,1971,4,5,,0,,217,United States,1,North America,California,Ben Lomond,37.089185,-122.086756,1,0,,"4/5/1971: Unknown perpetrators bombed the Bank of America branch in Ben Lomond, California, United States.  There were no casualties but the building sustained minor damages.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,Bank of America,"Bank of America, Ben Lomond California",217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,"Bank of America was perceived to symbolize the ""capitalist exploitation of the little man.""",0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,,,,,,,,,,,,,Two six-inch pipe bombs containing black powder taped together,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Two-by-one-foot hole ripped into the foundation of the building and business equipment damaged.,0,,,,,,,0,,,,,,,,,The same Bank of America branch was firebombed in July (197107280002).,"""Bank Bombed in California,"" New York Times, April 6, 1971.","""Puerto Rico Firms Firebombed,"" Washington Post, April 6, 1971.","""Bank of America Outlets Again Hit By Bombers,"" The Dispatch, April 6, 1971.",Hewitt Project,-9,-9,0,-9,
1.97104E+11,1971,4,5,,0,,217,United States,1,North America,Puerto Rico,San Juan,18.46617,-66.106654,1,0,,"4/5/1971: In a series of related attacks, unknown perpetrators firebombed a pharmacy and cafeteria that was owned by a member of the Puerto Rican Independence movement in San Juan, Puerto Rico.  There were no casualties but the property sustained more than $100,000 in damages.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,2,Restaurant/Bar/Caf?,Business owned by member of the Puerto Rican Independence movement,Pharmacy and cafeteria,163,Puerto Rico,,,,,,,,,,,,,,,,,Unknown,,,,,,To protest members of the Puerto Rican Independence movement,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb thrown from a car,0,0,0,0,0,0,1,3,Minor (likely < $1 million),100000,Pharmacy and cafeteria damaged,0,,,,,,,0,,,,,,,,,This is part of a multiple attack with 197104050003.  The owner of the business was a member of the Movimiento Indpendencia.,"""Puerto Rico Firms Firebombed,"" Washington Post, April 6, 1971.",,,Hewitt Project,-9,-9,0,-9,"197104050002, 197104050003"
1.97104E+11,1971,4,5,,0,,217,United States,1,North America,Puerto Rico,San Juan,18.46617,-66.106654,1,0,,"4/5/1971: In a series of related attacks, unknown perpetrators firebombed a bookstore that was owned by a member of the Puerto Rican Independence movement in San Juan, Puerto Rico.  There were no casualties but the building sustained heavy damage.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,7,Retail/Grocery/Bakery,Business owned by member of the Puerto Rican Independence movement,Bookstore,163,Puerto Rico,,,,,,,,,,,,,,,,,Unknown,,,,,,To protest members of the Puerto Rican Independence movement,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb thrown from a car,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Serious damage to bookstore,0,,,,,,,0,,,,,,,,,This is part of a multiple attack with 197104050002.  The owner of the business was a member of the Movimiento Indpendencia.,"""Puerto Rico Firms Firebombed,"" Washington Post, April 6, 1971.",,,Hewitt Project,-9,-9,0,-9,"197104050003, 197104050002"
1.97104E+11,1971,4,6,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.918392,32.865597,1,0,,,1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,2,Government (General),18,"Government Personnel (excluding police, military)",,Cento Secretariat,217,United States,,,,,,,,,,,,,,,,,RYF,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,0,3,Minor (likely < $1 million),0,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
1.97104E+11,1971,4,6,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.918392,32.865597,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,,Officers Open Mess,217,United States,,,,,,,,,,,,,,,,,Turkish People's Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,,,,,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
1.97104E+11,1971,4,6,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.918392,32.865597,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,,,,US Element Cento,217,United States,,,,,,,,,,,,,,,,,Turkish People's Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
1.97104E+11,1971,4,6,,0,,217,United States,1,North America,California,Los Angeles,34.05349,-118.245319,1,0,,,1,1,1,-9,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,Bank of America,Bank of America,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97104E+11,1971,4,6,,0,,217,United States,1,North America,California,San Jose,37.338475,-121.885794,1,0,,,1,1,1,-9,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,Bank of America,Bank of America Branch,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97104E+11,1971,4,7,,0,,94,Iran,10,Middle East & North Africa,Tehran,Tehran,35.696442,51.422974,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,1,Assassination,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Tehran,Chief of Military Justice,94,Iran,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistols,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97104E+11,1971,4,7,,0,,198,Sweden,8,Western Europe,Stockholm,Stockholm,59.332788,18.064488,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Yugoslav Govt,Yugoslav Ambassador to Sweden,235,Yugoslavia,,,,,,,,,,,,,,,,,Croatian Nationalists,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,,,2,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,1,1,1,
1.97104E+11,1971,4,8,,0,,217,United States,1,North America,California,Fresno,36.736419,-119.789196,1,0,Men's Restroom,"4/8/1971: The Fresno County Courthouse was bombed in Fresno, California, United States.  There were no casualties and the building sustained only minor damage.  Authorities were unsure who committed the attack, but minutes after the explosion, police received a phone call stating that ""there's a bomb at the Chicano Liberation Front.""",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),14,Judge/Attorney/Court,Courthouse,Fresno County Courthouse,217,United States,,,,,,,,,,,,,,,,,Chicano Liberation Front,,,,,,,1,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Bomb placed in toilet,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Door of bathroom shattered and small hole ripped through wall,0,,,,,,,0,,,,,,,,,"The bomb detonated around 9:30 AM. Three weeks later, an Armed Forces Induction Center in Fresno, California was bombed (197104200001).","""Explosion Rips Fresno Courthouse,"" Washington Post, April 9, 1971.","""Fresno Court Damaged By Bomb Blast,"" Lodi-News Sentinel, April 9, 1971.","""Bomb Is Set Off In Fresno Courthouse,"" Modesto Bee, April 7, 1971.",Hewitt Project,0,0,0,0,
1.97104E+11,1971,4,11,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.918392,32.865597,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",,"Home, Turkish General Staff Officer",209,Turkey,,,,,,,,,,,,,,,,,RYF,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,,,,,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97104E+11,1971,4,11,,0,,11,Argentina,3,South America,Buenos Aires,La Plata,-34.921295,-57.954333,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,22,"Police Building (headquarters, station, school)",,Police station,11,Argentina,,,,,,,,,,,,,,,,,Peronist Armed Forces (FAP),,,,,,,0,,,0,12,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearms,3,,,0,,,1,3,Minor (likely < $1 million),15000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97104E+11,1971,4,12,,0,,217,United States,1,North America,New York,New York City,40.712784,-74.005941,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46,Embassy/Consulate,,"Consulate, South Africa",183,South Africa,,,,,,,,,,,,,,,,,Black Revolutionary Assault Team,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),2000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
1.97104E+11,1971,4,14,,0,,217,United States,1,North America,California,Palo Alto,37.44466,-122.160794,1,0,Stanford University,"4/14/1971: Two unknown perpetrators threw three Molotov cocktails at the Campus Police Headquarters of Stanford University in Palo Alto, California, United States.  Only one of the three firebombs exploded causing little damage.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49,School/University/Educational Building,Stanford University,"Campus Police Headquarters, Stanford University",217,United States,3,Police,22,"Police Building (headquarters, station, school)",Stanford University Campus Police,"Campus Police Headquarters, Stanford University",217,United States,,,,,,,,,Student Radicals,,,,,,,0,,,0,2,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Three Molotov cocktails,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Little damage to building and one window shattered,0,,,,,,,0,,,,,,,,,"Two youths were witnessed throwing the Molotov cocktails.  At the time, there were two major controversies on the Stanford University campus.  One was the firing of an African American janitor at the University.  The other was a police search of the offices of the Stanford Daily, a campus newspaper.  Nine days later, the office of the President of Stanford University was bombed (197104230002).","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on D","""2 Flee After Firebombing At Stanford,"" Modesto Bee, April 14, 1971.","""Youths Hurl 3 Firebombs at Stanford,"" The Bulletin, April 14, 1971.",Hewitt Project,-9,-9,0,-9,
1.97104E+11,1971,4,14,,0,,217,United States,1,North America,Puerto Rico,San Juan,18.46617,-66.106654,1,0,,"4/14/1971: Puerto Rican nationalists placed a bomb at the Caribe Hilton Hotel in San Juan, Puerto Rico.  The bomb was discovered and subsequently dismantled.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,1,Business,8,Hotel/Resort,Hilton Hotels,"Caribe Hilton Hotel, San Juan",217,United States,,,,,,,,,,,,,,,,,Puerto Rican Nationalists,,,,,,To protest United States establishments in Puerto Rico,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Powerful bomb,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,"""Catholics Closing 56 Schools,"" Washington Post, April 19, 1971.",,,Hewitt Project,0,0,0,0,
1.97104E+11,1971,4,15,,0,,217,United States,1,North America,California,Los Angeles,34.05349,-118.245319,1,0,,"4/15/1971: Unknown perpetrators bombed a Selective Service office in Los Angeles, California, United States.  There were no casualties and it is unknown if the office was damaged.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21,Government Building/Facility/Office,Selective Service,Los Angeles Selective Service office,217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,To protest and sabotage the draft,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Bombed,0,0,0,0,0,0,-9,4,Unknown,,,0,,,,,,,0,,,,,,,,,,"Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,
1.97104E+11,1971,4,17,,0,,217,United States,1,North America,New York,New York City,40.712784,-74.005941,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,22,Violent Political Party,109,Party Official/Candidate/Other Personnel,Black Panther Party,Official: Samuel Lee Napier,217,United States,,,,,,,,,,,,,,,,,Black Panthers,,,,,,,0,,,0,8,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistols,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97104E+11,1971,4,19,,0,,217,United States,1,North America,New York,New York City,40.712784,-74.005941,1,0,,,1,1,1,0,,,0,0,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,New York Police Department,Policemen,217,United States,,,,,,,,,,,,,,,,,Black Panthers,,,,,,,0,,,0,3,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistols,0,,,2,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97104E+11,1971,4,19,,0,,185,Spain,8,Western Europe,Barcelona,Barcelona,41.387917,2.169919,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,19,Transportation,104,Highway/Road/Toll/Traffic Signal,,Street,185,Spain,,,,,,,,,,,,,,,,,Catalan Liberation Front (FAC),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97104E+11,1971,4,19,,0,,217,United States,1,North America,New York,New York City,40.712784,-74.005941,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,18,Tourists,95,Tourism Travel Agency,,South African Tourist Corp.,183,South Africa,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),3000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
1.97104E+11,1971,4,19,,0,,217,United States,1,North America,Puerto Rico,San Juan,18.46617,-66.106654,1,0,,"4/19/1971: The Armed Commandos of Liberation claimed responsibility for detonating two bombs in American owned businesses at the El Comandante Shopping Center in San Juan, Puerto Rico.  The bombs caused extensive damage and three people were injured by flying glass.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,7,Retail/Grocery/Bakery,American owned business in Puerto Rico,"Franklin's Women's Apparel store and Thom McCan shoe store, San Juan Puerto Rico",217,United States,,,,,,,,,,,,,,,,,Armed Commandos of Liberation,,,,,,To protest United States owned businesses in Puerto Rico,1,,,0,-99,-99,1,10,Unknown,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Two bombs,3,3,0,0,0,0,1,3,Minor (likely < $1 million),,Extensive damage,0,,,,,,,0,,,,,,,,,"The bombs were placed in a Thom McCan shoe store and Franklin's Women's Apparel store.  Furthermore, other United States establishments such as Woolworth's, CIT Finance Company, and Burger King were damaged in the incident.","""Catholics Closing 56 Schools,"" Washington Post, April 19, 1971.","""Blasts Strike San Juan,"" New York Times, April 19, 1971.","""Toward People's War for Independence and Socialism in Puerto Rico: In Defense of Armed Struggle,"" Documents and Communiqu?s from the Revolutionary Public Independence Movement and the Armed Clandestine Movement, January 1987.",Hewitt Project,0,0,0,0,
1.97104E+11,1971,4,20,,0,,217,United States,1,North America,California,Fresno,36.740685,-119.785734,1,0,In front of main door,"4/20/1971: Unknown perpetrators bombed the Fresno Armed Forces Examining and Induction Center in Fresno, California, United States.  There were no casualties but the exterior of the building sustained minor damage.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,4,Military,28,Military Recruiting Station/Academy,Armed Forces Induction Center,Armed Forces Examining and Induction Center,217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,To protest and sabotage the US Military,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Minor damage,0,,,,,,,0,,,,,,,,,"The bomb detonated around 11:20 PM.  A courthouse in Fresno California was bombed three weeks earlier (197104080001).  Moreover, the same induction center was previously bombed on November 1, 1970 (197011010003).","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on D","""Recruiting Station Bombed,"" The Bulletin, April 21, 1971.",,Hewitt Project,-9,-9,0,-9,
1.97104E+11,1971,4,20,,0,,217,United States,1,North America,California,Berkeley,37.869885,-122.270539,1,0,Ashby Ave.,"4/20/1971: For the second time in six weeks, unknown perpetrators bombed a Bank of America branch in Berkeley, California, United States.  There were no casualties but windows were shattered at the bank and at a business across the street.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,Bank of America,"Bank of America, South Berkeley California",217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,"Bank of America was perceived to symbolize the ""capitalist exploitation of the little man.""",0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,,,,,,,,,,,,,Pipe bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Ten windows and a door shattered at bank.  Four windows shattered at Chinese restaurant across the street.,0,,,,,,,0,,,,,,,,,"Six weeks earlier, the same Bank of America branch was bombed (197103030002).  The bomb detonated at 3:31 AM.  The device was placed in front of the bank.","""Bank of America Bombed,"" New York Times, April 21, 1971.","""Blast Damages Berkeley Bank,"" The Bulletin, April 20, 1971.","""Bank  in Berkeley Hit by Blast,"" Spokane Daily Chronicle, April 20, 1971.",Hewitt Project,-9,-9,0,-9,
1.97104E+11,1971,4,20,,0,,217,United States,1,North America,Minnesota,Richfield,44.883175,-93.283006,1,0,,"4/20/1971: Unknown perpetrators firebombed a Selective Service office in Richfield, Minnesota, United States.  There were no casualties and it is unknown if the office was damaged.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21,Government Building/Facility/Office,Selective Service,"Selective Service office, Richfield Minnesota",217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,To protest and sabotage the draft,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,-9,4,Unknown,,,0,,,,,,,0,,,,,,,,,,"Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,
